filepath,class_name,source
dataset_real\train\roman_colosseum\93c8a04d22.jpg,roman_colosseum,real
dataset_synthetic\train\burj_khalifa\00275-2716773626.png,burj_khalifa,synthetic
dataset_real\train\statue_of_liberty\e8da35c40e.jpg,statue_of_liberty,real
dataset_synthetic\train\chichen_itza\00173-1856050885.png,chichen_itza,synthetic
dataset_synthetic\train\roman_colosseum\00165-1009224263.png,roman_colosseum,synthetic
dataset_synthetic\train\christ_the_reedemer\00199-4094071625.png,christ_the_reedemer,synthetic
dataset_real\train\chichen_itza\a03575ebe2.jpg,chichen_itza,real
dataset_synthetic\train\pyramids_of_giza\00224-3159135363.png,pyramids_of_giza,synthetic
dataset_synthetic\train\great_wall_of_china\00028-1860489328.png,great_wall_of_china,synthetic
dataset_synthetic\train\christ_the_reedemer\00111-2389616931.png,christ_the_reedemer,synthetic
dataset_real\train\pyramids_of_giza\0c177ef40e.jpg,pyramids_of_giza,real
dataset_synthetic\train\great_wall_of_china\00241-4085978407.png,great_wall_of_china,synthetic
dataset_synthetic\train\statue_of_liberty\00473-818305476.png,statue_of_liberty,synthetic
dataset_synthetic\train\eiffel_tower\00162-1848933961.png,eiffel_tower,synthetic
dataset_synthetic\train\eiffel_tower\00257-1566552038.png,eiffel_tower,synthetic
dataset_synthetic\train\roman_colosseum\00064-1525667154.png,roman_colosseum,synthetic
dataset_synthetic\train\pyramids_of_giza\00090-942607748.png,pyramids_of_giza,synthetic
dataset_synthetic\train\chichen_itza\00014-354526601.png,chichen_itza,synthetic
dataset_synthetic\train\chichen_itza\00175-1856050887.png,chichen_itza,synthetic
dataset_synthetic\train\great_wall_of_china\00285-1383148737.png,great_wall_of_china,synthetic
dataset_synthetic\train\eiffel_tower\00212-2386103687.png,eiffel_tower,synthetic
dataset_synthetic\train\chichen_itza\00044-2669227198.png,chichen_itza,synthetic
dataset_synthetic\train\chichen_itza\00182-1342241937.png,chichen_itza,synthetic
dataset_synthetic\train\statue_of_liberty\00444-3674376600.png,statue_of_liberty,synthetic
dataset_real\train\statue_of_liberty\1b66d824e2.jpg,statue_of_liberty,real
dataset_synthetic\train\chichen_itza\00020-354526607.png,chichen_itza,synthetic
dataset_synthetic\train\great_wall_of_china\00251-4085978417.png,great_wall_of_china,synthetic
dataset_synthetic\train\roman_colosseum\00053-2283820002.png,roman_colosseum,synthetic
dataset_synthetic\train\great_wall_of_china\00058-1177815147.png,great_wall_of_china,synthetic
dataset_synthetic\train\statue_of_liberty\00539-3937903683.png,statue_of_liberty,synthetic
dataset_real\train\burj_khalifa\6532e3111e.jpg,burj_khalifa,real
dataset_synthetic\train\great_wall_of_china\00267-4085978433.png,great_wall_of_china,synthetic
dataset_synthetic\train\great_wall_of_china\00140-2449295043.png,great_wall_of_china,synthetic
dataset_real\train\pyramids_of_giza\eb3afebf04.jpg,pyramids_of_giza,real
dataset_synthetic\train\great_wall_of_china\00128-2449295031.png,great_wall_of_china,synthetic
dataset_synthetic\train\roman_colosseum\00185-1974243504.png,roman_colosseum,synthetic
dataset_synthetic\train\pyramids_of_giza\00293-39524438.png,pyramids_of_giza,synthetic
dataset_synthetic\train\pyramids_of_giza\00115-942607773.png,pyramids_of_giza,synthetic
dataset_real\train\statue_of_liberty\c23e4f1d5b.jpg,statue_of_liberty,real
dataset_real\train\chichen_itza\d6f451b0c6.jpg,chichen_itza,real
dataset_real\train\eiffel_tower\096ca11d0f.jpg,eiffel_tower,real
dataset_synthetic\train\burj_khalifa\00160-2778414627.png,burj_khalifa,synthetic
dataset_synthetic\train\roman_colosseum\00236-1225658214.png,roman_colosseum,synthetic
dataset_synthetic\train\chichen_itza\00009-354526596.png,chichen_itza,synthetic
dataset_synthetic\train\roman_colosseum\00252-1881496547.png,roman_colosseum,synthetic
dataset_real\train\burj_khalifa\33f0dfe5af.jpg,burj_khalifa,real
dataset_synthetic\train\eiffel_tower\00091-3388316036.png,eiffel_tower,synthetic
dataset_real\train\eiffel_tower\894c615a89.jpg,eiffel_tower,real
dataset_synthetic\train\christ_the_reedemer\00210-1121221001.png,christ_the_reedemer,synthetic
dataset_synthetic\train\great_wall_of_china\00245-4085978411.png,great_wall_of_china,synthetic
dataset_synthetic\train\statue_of_liberty\00600-4055323037.png,statue_of_liberty,synthetic
dataset_synthetic\train\roman_colosseum\00119-4069228221.png,roman_colosseum,synthetic
dataset_synthetic\train\statue_of_liberty\00636-2648309714.png,statue_of_liberty,synthetic
dataset_synthetic\train\pyramids_of_giza\00253-3340261363.png,pyramids_of_giza,synthetic
dataset_synthetic\train\eiffel_tower\00198-45903244.png,eiffel_tower,synthetic
dataset_synthetic\train\christ_the_reedemer\00241-2017116357.png,christ_the_reedemer,synthetic
dataset_synthetic\train\great_wall_of_china\00276-1383148728.png,great_wall_of_china,synthetic
dataset_real\train\roman_colosseum\3ff53ccfea.jpg,roman_colosseum,real
dataset_synthetic\train\christ_the_reedemer\00279-3045517142.png,christ_the_reedemer,synthetic
dataset_synthetic\train\roman_colosseum\00017-3704602082.png,roman_colosseum,synthetic
dataset_synthetic\train\eiffel_tower\00075-2409094509.png,eiffel_tower,synthetic
dataset_synthetic\train\great_wall_of_china\00012-1860489312.png,great_wall_of_china,synthetic
dataset_real\train\eiffel_tower\e573e4b976.jpg,eiffel_tower,real
dataset_synthetic\train\roman_colosseum\00247-1881496542.png,roman_colosseum,synthetic
dataset_real\train\burj_khalifa\d1c2ddf4af.jpg,burj_khalifa,real
dataset_synthetic\train\pyramids_of_giza\00159-2205670335.png,pyramids_of_giza,synthetic
dataset_synthetic\train\great_wall_of_china\00072-2389887068.png,great_wall_of_china,synthetic
dataset_real\train\chichen_itza\0520c73d20.jpg,chichen_itza,real
dataset_synthetic\train\roman_colosseum\00140-4069228242.png,roman_colosseum,synthetic
dataset_synthetic\train\pyramids_of_giza\00266-3340261376.png,pyramids_of_giza,synthetic
dataset_synthetic\train\chichen_itza\00073-2079455166.png,chichen_itza,synthetic
dataset_synthetic\train\great_wall_of_china\00135-2449295038.png,great_wall_of_china,synthetic
dataset_real\train\eiffel_tower\ca0ecd48c1.jpg,eiffel_tower,real
dataset_synthetic\train\great_wall_of_china\00262-4085978428.png,great_wall_of_china,synthetic
dataset_real\train\roman_colosseum\39d476e843.jpg,roman_colosseum,real
dataset_synthetic\train\chichen_itza\00117-3888410428.png,chichen_itza,synthetic
dataset_synthetic\train\christ_the_reedemer\00194-4094071620.png,christ_the_reedemer,synthetic
dataset_synthetic\train\chichen_itza\00220-4190620857.png,chichen_itza,synthetic
dataset_synthetic\train\great_wall_of_china\00054-1177815143.png,great_wall_of_china,synthetic
dataset_synthetic\train\chichen_itza\00000-354526587.png,chichen_itza,synthetic
dataset_synthetic\train\great_wall_of_china\00110-920026941.png,great_wall_of_china,synthetic
dataset_real\train\burj_khalifa\73114ff74a.jpg,burj_khalifa,real
dataset_synthetic\train\chichen_itza\00162-1856050874.png,chichen_itza,synthetic
dataset_real\train\roman_colosseum\0028413765.jpg,roman_colosseum,real
dataset_synthetic\train\christ_the_reedemer\00277-3045517140.png,christ_the_reedemer,synthetic
dataset_synthetic\train\christ_the_reedemer\00214-1121221005.png,christ_the_reedemer,synthetic
dataset_synthetic\train\burj_khalifa\00217-2852982621.png,burj_khalifa,synthetic
dataset_synthetic\train\chichen_itza\00068-2079455161.png,chichen_itza,synthetic
dataset_synthetic\train\chichen_itza\00235-4190620872.png,chichen_itza,synthetic
dataset_real\train\roman_colosseum\d5450beb71.jpg,roman_colosseum,real
dataset_synthetic\train\christ_the_reedemer\00106-2389616926.png,christ_the_reedemer,synthetic
dataset_real\train\statue_of_liberty\b99b07db39.jpg,statue_of_liberty,real
dataset_synthetic\train\roman_colosseum\00207-1974243526.png,roman_colosseum,synthetic
dataset_synthetic\train\chichen_itza\00099-3888410410.png,chichen_itza,synthetic
dataset_synthetic\train\roman_colosseum\00259-1881496554.png,roman_colosseum,synthetic
dataset_synthetic\train\burj_khalifa\00054-3281528419.png,burj_khalifa,synthetic
dataset_real\train\great_wall_of_china\46f15c53e7.jpg,great_wall_of_china,real
dataset_synthetic\train\burj_khalifa\00151-2778414618.png,burj_khalifa,synthetic
dataset_synthetic\train\chichen_itza\00094-3888410405.png,chichen_itza,synthetic
dataset_synthetic\train\pyramids_of_giza\00058-2054659961.png,pyramids_of_giza,synthetic
dataset_real\train\christ_the_reedemer\daec5aab3e.jpg,christ_the_reedemer,real
dataset_real\train\roman_colosseum\1405d0e88b.jpg,roman_colosseum,real
dataset_real\train\great_wall_of_china\a0abbf10e2.jpg,great_wall_of_china,real
dataset_synthetic\train\christ_the_reedemer\00032-3006335895.png,christ_the_reedemer,synthetic
dataset_synthetic\train\burj_khalifa\00074-3346071110.png,burj_khalifa,synthetic
dataset_real\train\pyramids_of_giza\81c1b24973.jpg,pyramids_of_giza,real
dataset_real\train\statue_of_liberty\33207fe0cf.jpg,statue_of_liberty,real
dataset_real\train\great_wall_of_china\c6345746dd.jpg,great_wall_of_china,real
dataset_synthetic\train\statue_of_liberty\00448-818305451.png,statue_of_liberty,synthetic
dataset_synthetic\train\christ_the_reedemer\00276-3045517139.png,christ_the_reedemer,synthetic
dataset_synthetic\train\burj_khalifa\00223-2852982627.png,burj_khalifa,synthetic
dataset_synthetic\train\roman_colosseum\00137-4069228239.png,roman_colosseum,synthetic
dataset_real\train\great_wall_of_china\e56e439f69.jpg,great_wall_of_china,real
dataset_synthetic\train\roman_colosseum\00120-4069228222.png,roman_colosseum,synthetic
dataset_synthetic\train\christ_the_reedemer\00156-423565294.png,christ_the_reedemer,synthetic
dataset_synthetic\train\roman_colosseum\00018-3704602083.png,roman_colosseum,synthetic
dataset_synthetic\train\statue_of_liberty\00397-1169046308.png,statue_of_liberty,synthetic
dataset_real\train\eiffel_tower\b112c7e338.jpg,eiffel_tower,real
dataset_synthetic\train\statue_of_liberty\00413-1169046324.png,statue_of_liberty,synthetic
dataset_synthetic\train\christ_the_reedemer\00161-423565299.png,christ_the_reedemer,synthetic
dataset_real\train\pyramids_of_giza\55b7bd24bf.jpg,pyramids_of_giza,real
dataset_synthetic\train\christ_the_reedemer\00112-3552515806.png,christ_the_reedemer,synthetic
dataset_synthetic\train\pyramids_of_giza\00032-2054659935.png,pyramids_of_giza,synthetic
dataset_synthetic\train\christ_the_reedemer\00070-2397697055.png,christ_the_reedemer,synthetic
dataset_synthetic\train\burj_khalifa\00088-3346071124.png,burj_khalifa,synthetic
dataset_real\train\burj_khalifa\50fad8df17.jpg,burj_khalifa,real
dataset_synthetic\train\burj_khalifa\00177-2778414644.png,burj_khalifa,synthetic
dataset_synthetic\train\pyramids_of_giza\00194-4087309973.png,pyramids_of_giza,synthetic
dataset_synthetic\train\burj_khalifa\00022-2682522075.png,burj_khalifa,synthetic
dataset_real\train\chichen_itza\4cfc94e3d3.jpg,chichen_itza,real
dataset_real\train\pyramids_of_giza\9eec84bfdc.jpg,pyramids_of_giza,real
dataset_synthetic\train\pyramids_of_giza\00218-3159135357.png,pyramids_of_giza,synthetic
dataset_synthetic\train\christ_the_reedemer\00061-2397697046.png,christ_the_reedemer,synthetic
dataset_synthetic\train\christ_the_reedemer\00060-2397697045.png,christ_the_reedemer,synthetic
dataset_real\train\chichen_itza\498414d443.jpg,chichen_itza,real
dataset_synthetic\train\eiffel_tower\00217-2386103692.png,eiffel_tower,synthetic
dataset_real\train\statue_of_liberty\36dc4dda9b.jpg,statue_of_liberty,real
dataset_synthetic\train\burj_khalifa\00163-2778414630.png,burj_khalifa,synthetic
dataset_synthetic\train\roman_colosseum\00214-1225658192.png,roman_colosseum,synthetic
dataset_synthetic\train\roman_colosseum\00251-1881496546.png,roman_colosseum,synthetic
dataset_synthetic\train\chichen_itza\00071-2079455164.png,chichen_itza,synthetic
dataset_synthetic\train\roman_colosseum\00013-3704602078.png,roman_colosseum,synthetic
dataset_synthetic\train\eiffel_tower\00228-2386103703.png,eiffel_tower,synthetic
dataset_synthetic\train\great_wall_of_china\00050-1177815139.png,great_wall_of_china,synthetic
dataset_synthetic\train\roman_colosseum\00186-1974243505.png,roman_colosseum,synthetic
dataset_synthetic\train\chichen_itza\00104-3888410415.png,chichen_itza,synthetic
dataset_synthetic\train\eiffel_tower\00005-3137921690.png,eiffel_tower,synthetic
dataset_synthetic\train\great_wall_of_china\00098-920026929.png,great_wall_of_china,synthetic
dataset_synthetic\train\pyramids_of_giza\00229-3159135368.png,pyramids_of_giza,synthetic
dataset_synthetic\train\eiffel_tower\00118-3388316063.png,eiffel_tower,synthetic
dataset_synthetic\train\burj_khalifa\00197-2688549105.png,burj_khalifa,synthetic
dataset_synthetic\train\roman_colosseum\00092-2343411939.png,roman_colosseum,synthetic
dataset_synthetic\train\burj_khalifa\00124-1813382812.png,burj_khalifa,synthetic
dataset_real\train\eiffel_tower\8fc4938a9d.jpg,eiffel_tower,real
dataset_real\train\eiffel_tower\c0b3592514.jpg,eiffel_tower,real
dataset_synthetic\train\great_wall_of_china\00095-920026926.png,great_wall_of_china,synthetic
dataset_synthetic\train\statue_of_liberty\00521-1791252963.png,statue_of_liberty,synthetic
dataset_synthetic\train\christ_the_reedemer\00298-2284744747.png,christ_the_reedemer,synthetic
dataset_synthetic\train\eiffel_tower\00093-3388316038.png,eiffel_tower,synthetic
dataset_synthetic\train\burj_khalifa\00215-2852982619.png,burj_khalifa,synthetic
dataset_synthetic\train\eiffel_tower\00030-1984749083.png,eiffel_tower,synthetic
dataset_real\train\chichen_itza\40cac344b6.jpg,chichen_itza,real
dataset_synthetic\train\roman_colosseum\00085-1525667175.png,roman_colosseum,synthetic
dataset_real\train\roman_colosseum\b3c3407259.jpg,roman_colosseum,real
dataset_real\train\pyramids_of_giza\0dcc8dfa14.jpg,pyramids_of_giza,real
dataset_synthetic\train\christ_the_reedemer\00275-3045517138.png,christ_the_reedemer,synthetic
dataset_synthetic\train\burj_khalifa\00159-2778414626.png,burj_khalifa,synthetic
dataset_synthetic\train\pyramids_of_giza\00106-942607764.png,pyramids_of_giza,synthetic
dataset_synthetic\train\christ_the_reedemer\00031-3006335894.png,christ_the_reedemer,synthetic
dataset_real\train\pyramids_of_giza\0e23030f49.jpg,pyramids_of_giza,real
dataset_synthetic\train\christ_the_reedemer\00153-423565291.png,christ_the_reedemer,synthetic
dataset_real\train\christ_the_reedemer\9019b4d582.jpg,christ_the_reedemer,real
dataset_synthetic\train\pyramids_of_giza\00179-2205670355.png,pyramids_of_giza,synthetic
dataset_synthetic\train\statue_of_liberty\00487-3884271011.png,statue_of_liberty,synthetic
dataset_real\train\pyramids_of_giza\b3b6bfbda6.jpg,pyramids_of_giza,real
dataset_real\train\pyramids_of_giza\35e33ae763.jpg,pyramids_of_giza,real
dataset_synthetic\train\great_wall_of_china\00291-1383148743.png,great_wall_of_china,synthetic
dataset_real\train\pyramids_of_giza\b7904c60d6.jpg,pyramids_of_giza,real
dataset_synthetic\train\roman_colosseum\00198-1974243517.png,roman_colosseum,synthetic
