filepath,class_name,source
dataset_synthetic\train\great_wall_of_china\00078-2389887074.png,great_wall_of_china,synthetic
dataset_synthetic\train\eiffel_tower\00153-1848933952.png,eiffel_tower,synthetic
dataset_synthetic\train\pyramids_of_giza\00084-2984508836.png,pyramids_of_giza,synthetic
dataset_synthetic\train\great_wall_of_china\00109-920026940.png,great_wall_of_china,synthetic
dataset_real\train\burj_khalifa\8e1ec69e83.jpg,burj_khalifa,real
dataset_real\train\great_wall_of_china\fba17d71cf.jpg,great_wall_of_china,real
dataset_real\train\eiffel_tower\0a762bf841.jpg,eiffel_tower,real
dataset_real\train\burj_khalifa\bdc36c7212.jpg,burj_khalifa,real
dataset_real\train\roman_colosseum\6234acc22a.jpg,roman_colosseum,real
dataset_real\train\burj_khalifa\311bd008f4.jpg,burj_khalifa,real
dataset_synthetic\train\roman_colosseum\00266-1881496561.png,roman_colosseum,synthetic
dataset_real\train\burj_khalifa\d1c2ddf4af.jpg,burj_khalifa,real
dataset_real\train\statue_of_liberty\21a14da907.jpg,statue_of_liberty,real
dataset_synthetic\train\eiffel_tower\00003-3137921688.png,eiffel_tower,synthetic
dataset_real\train\chichen_itza\7f3fa3cc30.jpg,chichen_itza,real
dataset_synthetic\train\christ_the_reedemer\00187-4094071613.png,christ_the_reedemer,synthetic
dataset_synthetic\train\pyramids_of_giza\00082-2984508834.png,pyramids_of_giza,synthetic
dataset_synthetic\train\eiffel_tower\00123-70550494.png,eiffel_tower,synthetic
dataset_synthetic\train\great_wall_of_china\00290-1383148742.png,great_wall_of_china,synthetic
dataset_synthetic\train\pyramids_of_giza\00070-2984508822.png,pyramids_of_giza,synthetic
dataset_synthetic\train\christ_the_reedemer\00206-1121220997.png,christ_the_reedemer,synthetic
dataset_real\train\roman_colosseum\44ca1517f1.jpg,roman_colosseum,real
dataset_real\train\pyramids_of_giza\513eeeaf8a.jpg,pyramids_of_giza,real
dataset_synthetic\train\great_wall_of_china\00094-920026925.png,great_wall_of_china,synthetic
dataset_real\train\statue_of_liberty\5bd3684987.jpg,statue_of_liberty,real
dataset_real\train\pyramids_of_giza\31c91288f5.jpg,pyramids_of_giza,real
dataset_synthetic\train\burj_khalifa\00261-2863073471.png,burj_khalifa,synthetic
dataset_synthetic\train\burj_khalifa\00087-3346071123.png,burj_khalifa,synthetic
dataset_synthetic\train\pyramids_of_giza\00135-962878673.png,pyramids_of_giza,synthetic
dataset_real\train\roman_colosseum\c6f3008fc7.jpg,roman_colosseum,real
dataset_synthetic\train\roman_colosseum\00121-4069228223.png,roman_colosseum,synthetic
dataset_real\train\eiffel_tower\41563e01dc.jpg,eiffel_tower,real
dataset_synthetic\train\eiffel_tower\00275-162160936.png,eiffel_tower,synthetic
dataset_synthetic\train\roman_colosseum\00038-2283819987.png,roman_colosseum,synthetic
dataset_synthetic\train\burj_khalifa\00034-3281528399.png,burj_khalifa,synthetic
dataset_synthetic\train\roman_colosseum\00059-1525667149.png,roman_colosseum,synthetic
dataset_real\train\great_wall_of_china\858e19422f.jpg,great_wall_of_china,real
dataset_real\train\great_wall_of_china\0526000442.jpg,great_wall_of_china,real
dataset_real\train\eiffel_tower\676d66a41b.jpg,eiffel_tower,real
dataset_synthetic\train\christ_the_reedemer\00263-3045517126.png,christ_the_reedemer,synthetic
dataset_synthetic\train\eiffel_tower\00244-1566552025.png,eiffel_tower,synthetic
dataset_real\train\christ_the_reedemer\83467a6646.jpg,christ_the_reedemer,real
dataset_real\train\pyramids_of_giza\4058446364.jpg,pyramids_of_giza,real
dataset_real\train\eiffel_tower\f81ad385d2.jpg,eiffel_tower,real
dataset_real\train\eiffel_tower\7d4bbcc6de.jpg,eiffel_tower,real
dataset_synthetic\train\statue_of_liberty\00414-1169046325.png,statue_of_liberty,synthetic
dataset_synthetic\train\burj_khalifa\00023-2682522076.png,burj_khalifa,synthetic
dataset_synthetic\train\christ_the_reedemer\00295-2284744744.png,christ_the_reedemer,synthetic
dataset_real\train\statue_of_liberty\458b90a76d.jpg,statue_of_liberty,real
dataset_real\train\eiffel_tower\894c615a89.jpg,eiffel_tower,real
dataset_synthetic\train\pyramids_of_giza\00218-3159135357.png,pyramids_of_giza,synthetic
dataset_synthetic\train\burj_khalifa\00066-3346071102.png,burj_khalifa,synthetic
dataset_real\train\great_wall_of_china\aface0f3b2.jpg,great_wall_of_china,real
dataset_synthetic\train\great_wall_of_china\00012-1860489312.png,great_wall_of_china,synthetic
dataset_real\train\eiffel_tower\d45ad221b3.jpg,eiffel_tower,real
dataset_real\train\christ_the_reedemer\d03dfdc85b.jpg,christ_the_reedemer,real
dataset_real\train\christ_the_reedemer\61f488a52f.jpg,christ_the_reedemer,real
dataset_real\train\great_wall_of_china\490cfa8ff9.jpg,great_wall_of_china,real
dataset_synthetic\train\eiffel_tower\00080-2409094514.png,eiffel_tower,synthetic
dataset_real\train\pyramids_of_giza\c6afd833e6.jpg,pyramids_of_giza,real
dataset_real\train\roman_colosseum\9b87f21650.jpg,roman_colosseum,real
dataset_real\train\burj_khalifa\f511119ac2.jpg,burj_khalifa,real
dataset_synthetic\train\eiffel_tower\00128-70550499.png,eiffel_tower,synthetic
dataset_real\train\burj_khalifa\91daf6e14c.jpg,burj_khalifa,real
dataset_real\train\eiffel_tower\eb04847f4f.jpg,eiffel_tower,real
dataset_synthetic\train\christ_the_reedemer\00238-2017116354.png,christ_the_reedemer,synthetic
dataset_real\train\roman_colosseum\092453a52a.jpg,roman_colosseum,real
dataset_real\train\eiffel_tower\613a42aa99.jpg,eiffel_tower,real
dataset_real\train\pyramids_of_giza\d8c4808593.jpg,pyramids_of_giza,real
dataset_real\train\chichen_itza\19d69a598e.jpg,chichen_itza,real
dataset_synthetic\train\roman_colosseum\00251-1881496546.png,roman_colosseum,synthetic
dataset_real\train\roman_colosseum\7b3d52f61d.jpg,roman_colosseum,real
dataset_synthetic\train\roman_colosseum\00181-1974243500.png,roman_colosseum,synthetic
dataset_real\train\great_wall_of_china\c7db945b45.jpg,great_wall_of_china,real
dataset_synthetic\train\chichen_itza\00220-4190620857.png,chichen_itza,synthetic
dataset_synthetic\train\christ_the_reedemer\00117-3552515811.png,christ_the_reedemer,synthetic
dataset_real\train\great_wall_of_china\a62a3926d0.jpg,great_wall_of_china,real
dataset_real\train\chichen_itza\59b69eec94.jpg,chichen_itza,real
dataset_real\train\burj_khalifa\35de78ee3f.jpg,burj_khalifa,real
dataset_synthetic\train\statue_of_liberty\00460-818305463.png,statue_of_liberty,synthetic
dataset_synthetic\train\roman_colosseum\00255-1881496550.png,roman_colosseum,synthetic
dataset_real\train\christ_the_reedemer\eeec425db1.jpg,christ_the_reedemer,real
dataset_synthetic\train\great_wall_of_china\00096-920026927.png,great_wall_of_china,synthetic
dataset_synthetic\train\great_wall_of_china\00117-920026948.png,great_wall_of_china,synthetic
dataset_real\train\chichen_itza\63b812f73c.jpg,chichen_itza,real
dataset_real\train\christ_the_reedemer\2fae8facde.jpg,christ_the_reedemer,real
dataset_real\train\great_wall_of_china\184e5cf9b3.jpg,great_wall_of_china,real
dataset_synthetic\train\pyramids_of_giza\00247-3340261357.png,pyramids_of_giza,synthetic
dataset_synthetic\train\great_wall_of_china\00136-2449295039.png,great_wall_of_china,synthetic
dataset_real\train\chichen_itza\dd30579669.jpg,chichen_itza,real
dataset_synthetic\train\christ_the_reedemer\00303-2284744752.png,christ_the_reedemer,synthetic
dataset_real\train\christ_the_reedemer\ad3b5fb0a3.jpg,christ_the_reedemer,real
dataset_real\train\great_wall_of_china\027bc051a7.jpg,great_wall_of_china,real
dataset_synthetic\train\great_wall_of_china\00206-2026541314.png,great_wall_of_china,synthetic
dataset_synthetic\train\christ_the_reedemer\00173-4094071599.png,christ_the_reedemer,synthetic
dataset_synthetic\train\eiffel_tower\00212-2386103687.png,eiffel_tower,synthetic
dataset_synthetic\train\chichen_itza\00120-1654904551.png,chichen_itza,synthetic
dataset_real\train\statue_of_liberty\9b2fe5499e.jpg,statue_of_liberty,real
dataset_real\train\great_wall_of_china\7275769bd7.jpg,great_wall_of_china,real
dataset_real\train\chichen_itza\f2b821eda9.jpg,chichen_itza,real
dataset_real\train\burj_khalifa\b3041d146f.jpg,burj_khalifa,real
dataset_synthetic\train\burj_khalifa\00283-2716773634.png,burj_khalifa,synthetic
dataset_synthetic\train\burj_khalifa\00136-1813382824.png,burj_khalifa,synthetic
dataset_synthetic\train\burj_khalifa\00206-2688549114.png,burj_khalifa,synthetic
dataset_real\train\statue_of_liberty\be6714db13.jpg,statue_of_liberty,real
dataset_real\train\burj_khalifa\ab0fc9bd4b.jpg,burj_khalifa,real
dataset_synthetic\train\christ_the_reedemer\00069-2397697054.png,christ_the_reedemer,synthetic
dataset_synthetic\train\christ_the_reedemer\00265-3045517128.png,christ_the_reedemer,synthetic
dataset_real\train\chichen_itza\2f7ba05373.jpg,chichen_itza,real
dataset_real\train\great_wall_of_china\18ae9fd69e.jpg,great_wall_of_china,real
dataset_synthetic\train\roman_colosseum\00113-2343411960.png,roman_colosseum,synthetic
dataset_synthetic\train\pyramids_of_giza\00121-962878659.png,pyramids_of_giza,synthetic
dataset_synthetic\train\christ_the_reedemer\00141-3552515835.png,christ_the_reedemer,synthetic
dataset_synthetic\train\roman_colosseum\00215-1225658193.png,roman_colosseum,synthetic
dataset_synthetic\train\chichen_itza\00012-817939087.png,chichen_itza,synthetic
dataset_real\train\statue_of_liberty\31c0874c70.jpg,statue_of_liberty,real
dataset_synthetic\train\chichen_itza\00203-1342241958.png,chichen_itza,synthetic
dataset_synthetic\train\chichen_itza\00128-1654904559.png,chichen_itza,synthetic
dataset_synthetic\train\great_wall_of_china\00123-2449295026.png,great_wall_of_china,synthetic
dataset_real\train\eiffel_tower\720b377570.jpg,eiffel_tower,real
dataset_synthetic\train\eiffel_tower\00131-70550502.png,eiffel_tower,synthetic
dataset_real\train\burj_khalifa\5c134ac7e8.jpg,burj_khalifa,real
dataset_synthetic\train\statue_of_liberty\00516-1791252958.png,statue_of_liberty,synthetic
dataset_synthetic\train\chichen_itza\00066-2079455159.png,chichen_itza,synthetic
dataset_real\train\christ_the_reedemer\7af03f67ef.jpg,christ_the_reedemer,real
dataset_synthetic\train\burj_khalifa\00016-2682522069.png,burj_khalifa,synthetic
dataset_synthetic\train\chichen_itza\00149-1654904580.png,chichen_itza,synthetic
dataset_real\train\burj_khalifa\4760aea9e7.jpg,burj_khalifa,real
dataset_real\train\pyramids_of_giza\9c27d4184a.jpg,pyramids_of_giza,real
dataset_synthetic\train\christ_the_reedemer\00243-2017116359.png,christ_the_reedemer,synthetic
dataset_synthetic\train\great_wall_of_china\00284-1383148736.png,great_wall_of_china,synthetic
dataset_synthetic\train\roman_colosseum\00111-2343411958.png,roman_colosseum,synthetic
dataset_real\train\burj_khalifa\a04fc5fdb7.jpg,burj_khalifa,real
dataset_real\train\burj_khalifa\b26202a4ec.jpg,burj_khalifa,real
dataset_real\train\great_wall_of_china\1076938ea2.jpg,great_wall_of_china,real
dataset_synthetic\train\roman_colosseum\00241-1881496536.png,roman_colosseum,synthetic
dataset_synthetic\train\roman_colosseum\00072-1525667162.png,roman_colosseum,synthetic
dataset_synthetic\train\chichen_itza\00137-1654904568.png,chichen_itza,synthetic
dataset_real\train\burj_khalifa\6b769d6f01.jpg,burj_khalifa,real
dataset_real\train\eiffel_tower\ef39d605ed.jpg,eiffel_tower,real
dataset_real\train\pyramids_of_giza\1bac074893.jpg,pyramids_of_giza,real
dataset_synthetic\train\eiffel_tower\00220-2386103695.png,eiffel_tower,synthetic
dataset_real\train\burj_khalifa\16a5e9b12a.jpg,burj_khalifa,real
dataset_real\train\pyramids_of_giza\87d9308559.jpg,pyramids_of_giza,real
dataset_synthetic\train\roman_colosseum\00087-1525667177.png,roman_colosseum,synthetic
dataset_synthetic\train\great_wall_of_china\00125-2449295028.png,great_wall_of_china,synthetic
dataset_synthetic\train\statue_of_liberty\00644-2648309722.png,statue_of_liberty,synthetic
dataset_real\train\eiffel_tower\3a6f69c123.jpg,eiffel_tower,real
dataset_real\train\eiffel_tower\e742658e17.jpg,eiffel_tower,real
dataset_real\train\roman_colosseum\f569920863.jpg,roman_colosseum,real
dataset_real\train\statue_of_liberty\87d08d3910.jpg,statue_of_liberty,real
dataset_synthetic\train\pyramids_of_giza\00187-4087309966.png,pyramids_of_giza,synthetic
dataset_synthetic\train\great_wall_of_china\00260-4085978426.png,great_wall_of_china,synthetic
dataset_synthetic\train\pyramids_of_giza\00054-2054659957.png,pyramids_of_giza,synthetic
dataset_real\train\eiffel_tower\da260973fc.jpg,eiffel_tower,real
dataset_real\train\burj_khalifa\2b71aa169f.jpg,burj_khalifa,real
dataset_real\train\eiffel_tower\c93ce4b3f3.jpg,eiffel_tower,real
dataset_real\train\roman_colosseum\4ac533865b.jpg,roman_colosseum,real
dataset_synthetic\train\great_wall_of_china\00202-2026541310.png,great_wall_of_china,synthetic
dataset_real\train\great_wall_of_china\8a62b87c5c.jpg,great_wall_of_china,real
dataset_real\train\roman_colosseum\5066840ecc.jpg,roman_colosseum,real
dataset_real\train\christ_the_reedemer\3e144c461b.jpg,christ_the_reedemer,real
dataset_synthetic\train\statue_of_liberty\00459-818305462.png,statue_of_liberty,synthetic
dataset_synthetic\train\chichen_itza\00214-4190620851.png,chichen_itza,synthetic
dataset_synthetic\train\eiffel_tower\00145-70550516.png,eiffel_tower,synthetic
dataset_real\train\great_wall_of_china\82a8b8120d.jpg,great_wall_of_china,real
dataset_real\train\eiffel_tower\5e9c307445.jpg,eiffel_tower,real
dataset_real\train\chichen_itza\b2e11de210.jpg,chichen_itza,real
dataset_real\train\chichen_itza\bc33c08d0f.jpg,chichen_itza,real
dataset_real\train\chichen_itza\2929f91f5e.jpg,chichen_itza,real
dataset_real\train\burj_khalifa\84853b9816.jpg,burj_khalifa,real
dataset_real\train\great_wall_of_china\c052a4883a.jpg,great_wall_of_china,real
dataset_synthetic\train\roman_colosseum\00062-1525667152.png,roman_colosseum,synthetic
dataset_real\train\eiffel_tower\0ebd10d3a4.jpg,eiffel_tower,real
dataset_real\train\great_wall_of_china\81246ed24c.jpg,great_wall_of_china,real
dataset_real\train\burj_khalifa\cf668db3ad.jpg,burj_khalifa,real
dataset_real\train\eiffel_tower\274a4dbf5c.jpg,eiffel_tower,real
dataset_real\train\great_wall_of_china\d42bdbcb78.jpg,great_wall_of_china,real
dataset_synthetic\train\chichen_itza\00061-2079455154.png,chichen_itza,synthetic
dataset_synthetic\train\roman_colosseum\00297-241878752.png,roman_colosseum,synthetic
dataset_synthetic\train\great_wall_of_china\00071-2389887067.png,great_wall_of_china,synthetic
dataset_real\train\burj_khalifa\3636892765.jpg,burj_khalifa,real
dataset_synthetic\train\christ_the_reedemer\00157-423565295.png,christ_the_reedemer,synthetic
dataset_real\train\great_wall_of_china\1fd912db0f.jpg,great_wall_of_china,real
dataset_synthetic\train\christ_the_reedemer\00282-3045517145.png,christ_the_reedemer,synthetic
dataset_synthetic\train\statue_of_liberty\00625-4055323062.png,statue_of_liberty,synthetic
dataset_synthetic\train\great_wall_of_china\00122-2449295025.png,great_wall_of_china,synthetic
dataset_real\train\roman_colosseum\99a2ac13a0.jpg,roman_colosseum,real
dataset_synthetic\train\chichen_itza\00127-1654904558.png,chichen_itza,synthetic
dataset_real\train\roman_colosseum\6dddbdf127.jpg,roman_colosseum,real
dataset_real\train\chichen_itza\092bf1cec3.jpg,chichen_itza,real
dataset_real\train\eiffel_tower\6bfda71059.jpg,eiffel_tower,real
dataset_real\train\statue_of_liberty\484a193a54.jpg,statue_of_liberty,real
dataset_synthetic\train\statue_of_liberty\00585-3964871334.png,statue_of_liberty,synthetic
dataset_synthetic\train\christ_the_reedemer\00080-2397697065.png,christ_the_reedemer,synthetic
dataset_synthetic\train\burj_khalifa\00094-4109332462.png,burj_khalifa,synthetic
dataset_real\train\great_wall_of_china\507b720d09.jpg,great_wall_of_china,real
dataset_real\train\burj_khalifa\5d4ebc6c1f.jpg,burj_khalifa,real
dataset_real\train\roman_colosseum\a095b94ccd.jpg,roman_colosseum,real
dataset_synthetic\train\eiffel_tower\00135-70550506.png,eiffel_tower,synthetic
dataset_real\train\chichen_itza\5e2425e89f.jpg,chichen_itza,real
dataset_real\train\great_wall_of_china\6bb46fa29f.jpg,great_wall_of_china,real
dataset_synthetic\train\christ_the_reedemer\00118-3552515812.png,christ_the_reedemer,synthetic
dataset_synthetic\train\eiffel_tower\00255-1566552036.png,eiffel_tower,synthetic
dataset_real\train\eiffel_tower\7aa652503b.jpg,eiffel_tower,real
dataset_synthetic\train\chichen_itza\00100-3888410411.png,chichen_itza,synthetic
dataset_synthetic\train\eiffel_tower\00074-2409094508.png,eiffel_tower,synthetic
dataset_synthetic\train\eiffel_tower\00087-2409094521.png,eiffel_tower,synthetic
dataset_real\train\roman_colosseum\eda39bd842.jpg,roman_colosseum,real
dataset_real\train\great_wall_of_china\c1122eb84b.jpg,great_wall_of_china,real
dataset_synthetic\train\pyramids_of_giza\00124-962878662.png,pyramids_of_giza,synthetic
dataset_real\train\christ_the_reedemer\a4cc5736ba.jpg,christ_the_reedemer,real
dataset_synthetic\train\christ_the_reedemer\00100-2389616920.png,christ_the_reedemer,synthetic
dataset_synthetic\train\great_wall_of_china\00010-1860489310.png,great_wall_of_china,synthetic
dataset_synthetic\train\eiffel_tower\00000-3630701678.png,eiffel_tower,synthetic
dataset_real\train\great_wall_of_china\4d67fedd35.jpg,great_wall_of_china,real
dataset_real\train\eiffel_tower\afac94d805.jpg,eiffel_tower,real
dataset_synthetic\train\chichen_itza\00262-1829905847.png,chichen_itza,synthetic
dataset_real\train\burj_khalifa\9481e8c7e6.jpg,burj_khalifa,real
dataset_synthetic\train\pyramids_of_giza\00101-942607759.png,pyramids_of_giza,synthetic
dataset_synthetic\train\statue_of_liberty\00411-1169046322.png,statue_of_liberty,synthetic
dataset_real\train\burj_khalifa\5347d837b9.jpg,burj_khalifa,real
dataset_synthetic\train\burj_khalifa\00257-2863073467.png,burj_khalifa,synthetic
dataset_synthetic\train\roman_colosseum\00273-241878728.png,roman_colosseum,synthetic
dataset_synthetic\train\roman_colosseum\00246-1881496541.png,roman_colosseum,synthetic
dataset_real\train\roman_colosseum\4be369d9a7.jpg,roman_colosseum,real
dataset_real\train\roman_colosseum\d101b4e8e1.jpg,roman_colosseum,real
dataset_real\train\eiffel_tower\5886f0fdcf.jpg,eiffel_tower,real
dataset_synthetic\train\eiffel_tower\00234-2386103709.png,eiffel_tower,synthetic
dataset_real\train\great_wall_of_china\2438ed1698.jpg,great_wall_of_china,real
dataset_synthetic\train\great_wall_of_china\00061-2389887057.png,great_wall_of_china,synthetic
dataset_real\train\roman_colosseum\71f6b585f9.jpg,roman_colosseum,real
dataset_real\train\statue_of_liberty\65546d77bc.jpg,statue_of_liberty,real
dataset_real\train\burj_khalifa\124b6d2856.jpg,burj_khalifa,real
dataset_real\train\pyramids_of_giza\70ed658d2b.jpg,pyramids_of_giza,real
dataset_synthetic\train\great_wall_of_china\00221-4011577236.png,great_wall_of_china,synthetic
dataset_real\train\roman_colosseum\3ff53ccfea.jpg,roman_colosseum,real
dataset_synthetic\train\roman_colosseum\00238-1881496533.png,roman_colosseum,synthetic
dataset_synthetic\train\roman_colosseum\00024-3704602089.png,roman_colosseum,synthetic
dataset_synthetic\train\great_wall_of_china\00085-2389887081.png,great_wall_of_china,synthetic
dataset_synthetic\train\roman_colosseum\00227-1225658205.png,roman_colosseum,synthetic
dataset_real\train\roman_colosseum\e7c5e0743d.jpg,roman_colosseum,real
dataset_real\train\burj_khalifa\2aca1617cc.jpg,burj_khalifa,real
dataset_synthetic\train\statue_of_liberty\00650-2648309728.png,statue_of_liberty,synthetic
dataset_real\train\pyramids_of_giza\0dcc8dfa14.jpg,pyramids_of_giza,real
dataset_real\train\burj_khalifa\834b071a2d.jpg,burj_khalifa,real
dataset_synthetic\train\pyramids_of_giza\00142-962878680.png,pyramids_of_giza,synthetic
dataset_real\train\eiffel_tower\23931da021.jpg,eiffel_tower,real
dataset_synthetic\train\christ_the_reedemer\00210-1121221001.png,christ_the_reedemer,synthetic
dataset_synthetic\train\pyramids_of_giza\00052-2054659955.png,pyramids_of_giza,synthetic
dataset_synthetic\train\pyramids_of_giza\00025-4241466221.png,pyramids_of_giza,synthetic
dataset_synthetic\train\burj_khalifa\00141-1813382829.png,burj_khalifa,synthetic
dataset_real\train\eiffel_tower\97a1dda21e.jpg,eiffel_tower,real
dataset_synthetic\train\chichen_itza\00084-2079455177.png,chichen_itza,synthetic
dataset_synthetic\train\statue_of_liberty\00493-3884271017.png,statue_of_liberty,synthetic
dataset_synthetic\train\chichen_itza\00264-1829905849.png,chichen_itza,synthetic
dataset_real\train\roman_colosseum\203ca53b6d.jpg,roman_colosseum,real
dataset_real\train\pyramids_of_giza\ada7622c69.jpg,pyramids_of_giza,real
dataset_synthetic\train\great_wall_of_china\00042-1177815131.png,great_wall_of_china,synthetic
dataset_synthetic\train\roman_colosseum\00022-3704602087.png,roman_colosseum,synthetic
dataset_real\train\christ_the_reedemer\457c97a726.jpg,christ_the_reedemer,real
dataset_synthetic\train\chichen_itza\00189-1342241944.png,chichen_itza,synthetic
dataset_real\train\pyramids_of_giza\c9bcf8f142.jpg,pyramids_of_giza,real
dataset_synthetic\train\statue_of_liberty\00604-4055323041.png,statue_of_liberty,synthetic
dataset_synthetic\train\roman_colosseum\00282-241878737.png,roman_colosseum,synthetic
dataset_real\train\christ_the_reedemer\daa7d1baae.jpg,christ_the_reedemer,real
dataset_real\train\christ_the_reedemer\bc72c24a4e.jpg,christ_the_reedemer,real
dataset_real\train\chichen_itza\fa2f1b5339.jpg,chichen_itza,real
dataset_real\train\great_wall_of_china\1eab8d7c47.jpg,great_wall_of_china,real
dataset_real\train\roman_colosseum\293b851c52.jpg,roman_colosseum,real
dataset_synthetic\train\roman_colosseum\00275-241878730.png,roman_colosseum,synthetic
dataset_real\train\christ_the_reedemer\15f7dd0d2a.jpg,christ_the_reedemer,real
dataset_synthetic\train\statue_of_liberty\00482-3884271006.png,statue_of_liberty,synthetic
dataset_synthetic\train\pyramids_of_giza\00221-3159135360.png,pyramids_of_giza,synthetic
dataset_synthetic\train\pyramids_of_giza\00236-3159135375.png,pyramids_of_giza,synthetic
dataset_synthetic\train\burj_khalifa\00138-1813382826.png,burj_khalifa,synthetic
dataset_real\train\great_wall_of_china\044c6b5c92.jpg,great_wall_of_china,real
dataset_real\train\pyramids_of_giza\c54ada7336.jpg,pyramids_of_giza,real
dataset_real\train\roman_colosseum\390d9b0dbe.jpg,roman_colosseum,real
dataset_real\train\great_wall_of_china\a37e27cce9.jpg,great_wall_of_china,real
dataset_synthetic\train\chichen_itza\00231-4190620868.png,chichen_itza,synthetic
dataset_real\train\roman_colosseum\f9a6b71d54.jpg,roman_colosseum,real
dataset_synthetic\train\chichen_itza\00199-1342241954.png,chichen_itza,synthetic
dataset_synthetic\train\great_wall_of_china\00132-2449295035.png,great_wall_of_china,synthetic
dataset_real\train\great_wall_of_china\11047390e1.jpg,great_wall_of_china,real
dataset_synthetic\train\burj_khalifa\00179-2778414646.png,burj_khalifa,synthetic
dataset_real\train\christ_the_reedemer\db6afdb118.jpg,christ_the_reedemer,real
dataset_real\train\chichen_itza\c5d22f6d7c.jpg,chichen_itza,real
dataset_synthetic\train\christ_the_reedemer\00026-3006335889.png,christ_the_reedemer,synthetic
dataset_real\train\pyramids_of_giza\ed638b3da7.jpg,pyramids_of_giza,real
dataset_synthetic\train\burj_khalifa\00088-3346071124.png,burj_khalifa,synthetic
dataset_synthetic\train\chichen_itza\00165-1856050877.png,chichen_itza,synthetic
dataset_real\train\great_wall_of_china\d4e7346d3c.jpg,great_wall_of_china,real
dataset_synthetic\train\statue_of_liberty\00397-1169046308.png,statue_of_liberty,synthetic
dataset_real\train\eiffel_tower\9434fc769a.jpg,eiffel_tower,real
dataset_synthetic\train\roman_colosseum\00230-1225658208.png,roman_colosseum,synthetic
dataset_synthetic\train\roman_colosseum\00104-2343411951.png,roman_colosseum,synthetic
dataset_real\train\christ_the_reedemer\21b9937532.jpg,christ_the_reedemer,real
dataset_real\train\burj_khalifa\9fcf9ae2c3.jpg,burj_khalifa,real
dataset_real\train\pyramids_of_giza\81c1b24973.jpg,pyramids_of_giza,real
dataset_real\train\great_wall_of_china\20b27edc62.jpg,great_wall_of_china,real
dataset_real\train\christ_the_reedemer\df0cf59154.jpg,christ_the_reedemer,real
