filepath,class_name,source
dataset_real\train\christ_the_reedemer\80c46f30a7.jpg,christ_the_reedemer,real
dataset_real\train\pyramids_of_giza\e7a2ba707a.jpg,pyramids_of_giza,real
dataset_synthetic\train\chichen_itza\00171-1856050883.png,chichen_itza,synthetic
dataset_real\train\eiffel_tower\62145cc44e.jpg,eiffel_tower,real
dataset_real\train\chichen_itza\e0150dde0f.jpg,chichen_itza,real
dataset_real\train\burj_khalifa\3636892765.jpg,burj_khalifa,real
dataset_real\train\great_wall_of_china\20b27edc62.jpg,great_wall_of_china,real
dataset_synthetic\train\chichen_itza\00176-1856050888.png,chichen_itza,synthetic
dataset_real\train\great_wall_of_china\172602f7d9.jpg,great_wall_of_china,real
dataset_synthetic\train\christ_the_reedemer\00116-3552515810.png,christ_the_reedemer,synthetic
dataset_synthetic\train\eiffel_tower\00200-45903246.png,eiffel_tower,synthetic
dataset_real\train\christ_the_reedemer\c9078e7244.jpg,christ_the_reedemer,real
dataset_real\train\great_wall_of_china\a1bf35a16e.jpg,great_wall_of_china,real
dataset_real\train\pyramids_of_giza\8353b14561.jpg,pyramids_of_giza,real
dataset_real\train\great_wall_of_china\aface0f3b2.jpg,great_wall_of_china,real
dataset_synthetic\train\roman_colosseum\00195-1974243514.png,roman_colosseum,synthetic
dataset_real\train\statue_of_liberty\74f899a77a.jpg,statue_of_liberty,real
dataset_real\train\pyramids_of_giza\5a760ca7f2.jpg,pyramids_of_giza,real
dataset_real\train\eiffel_tower\95e4cd720c.jpg,eiffel_tower,real
dataset_synthetic\train\great_wall_of_china\00112-920026943.png,great_wall_of_china,synthetic
dataset_real\train\roman_colosseum\82f4dbbefc.jpg,roman_colosseum,real
dataset_real\train\pyramids_of_giza\8c348cc0b6.jpg,pyramids_of_giza,real
dataset_real\train\pyramids_of_giza\ea4910702e.jpg,pyramids_of_giza,real
dataset_real\train\christ_the_reedemer\27020a9b7c.jpg,christ_the_reedemer,real
dataset_real\train\burj_khalifa\83508a5138.jpg,burj_khalifa,real
dataset_real\train\christ_the_reedemer\d5dc2e3c26.jpg,christ_the_reedemer,real
dataset_synthetic\train\eiffel_tower\00210-2386103685.png,eiffel_tower,synthetic
dataset_real\train\roman_colosseum\092453a52a.jpg,roman_colosseum,real
dataset_real\train\burj_khalifa\c13b4e84cb.jpg,burj_khalifa,real
dataset_real\train\christ_the_reedemer\ddd2b3de40.jpg,christ_the_reedemer,real
dataset_synthetic\train\eiffel_tower\00264-1566552045.png,eiffel_tower,synthetic
dataset_real\train\pyramids_of_giza\c33c22e593.jpg,pyramids_of_giza,real
dataset_real\train\chichen_itza\2f8fb9139e.jpg,chichen_itza,real
dataset_real\train\christ_the_reedemer\d5dd90b0fd.jpg,christ_the_reedemer,real
dataset_synthetic\train\roman_colosseum\00064-1525667154.png,roman_colosseum,synthetic
dataset_real\train\burj_khalifa\f6c97547a7.jpg,burj_khalifa,real
dataset_real\train\eiffel_tower\4db1e659ee.jpg,eiffel_tower,real
dataset_synthetic\train\pyramids_of_giza\00248-3340261358.png,pyramids_of_giza,synthetic
dataset_synthetic\train\pyramids_of_giza\00152-2205670328.png,pyramids_of_giza,synthetic
dataset_real\train\chichen_itza\2929f91f5e.jpg,chichen_itza,real
dataset_real\train\chichen_itza\1b678785ad.jpg,chichen_itza,real
dataset_synthetic\train\christ_the_reedemer\00098-2389616918.png,christ_the_reedemer,synthetic
dataset_real\train\pyramids_of_giza\b5c735cae1.jpg,pyramids_of_giza,real
dataset_synthetic\train\eiffel_tower\00067-2409094501.png,eiffel_tower,synthetic
dataset_synthetic\train\burj_khalifa\00120-1813382808.png,burj_khalifa,synthetic
dataset_real\train\roman_colosseum\69696fb973.jpg,roman_colosseum,real
dataset_real\train\statue_of_liberty\1542216a69.jpg,statue_of_liberty,real
dataset_real\train\roman_colosseum\b729c25cf0.jpg,roman_colosseum,real
dataset_real\train\christ_the_reedemer\851a254199.jpg,christ_the_reedemer,real
dataset_real\train\christ_the_reedemer\8f0e1706d4.jpg,christ_the_reedemer,real
dataset_real\train\chichen_itza\efc02d7aec.jpg,chichen_itza,real
dataset_real\train\burj_khalifa\d002416c64.jpg,burj_khalifa,real
dataset_real\train\roman_colosseum\d6d1eab24e.jpg,roman_colosseum,real
dataset_synthetic\train\chichen_itza\00089-2079455182.png,chichen_itza,synthetic
dataset_real\train\pyramids_of_giza\94f458498f.jpg,pyramids_of_giza,real
dataset_real\train\eiffel_tower\a046ed5707.jpg,eiffel_tower,real
dataset_real\train\statue_of_liberty\bf2d3341e2.jpg,statue_of_liberty,real
dataset_real\train\christ_the_reedemer\4a017e8111.jpg,christ_the_reedemer,real
dataset_real\train\burj_khalifa\b4271b8179.jpg,burj_khalifa,real
dataset_real\train\christ_the_reedemer\f85a54bb69.jpg,christ_the_reedemer,real
dataset_real\train\roman_colosseum\071fadc01d.jpg,roman_colosseum,real
dataset_synthetic\train\chichen_itza\00027-354526614.png,chichen_itza,synthetic
dataset_real\train\chichen_itza\ea759401b4.jpg,chichen_itza,real
dataset_real\train\great_wall_of_china\188adbaa13.jpg,great_wall_of_china,real
dataset_real\train\christ_the_reedemer\c2c32dc7a4.jpg,christ_the_reedemer,real
dataset_real\train\great_wall_of_china\184e5cf9b3.jpg,great_wall_of_china,real
dataset_real\train\roman_colosseum\9a9d9ace90.jpg,roman_colosseum,real
dataset_real\train\roman_colosseum\9338f7b5fb.jpg,roman_colosseum,real
dataset_synthetic\train\roman_colosseum\00225-1225658203.png,roman_colosseum,synthetic
dataset_real\train\burj_khalifa\d1895ba144.jpg,burj_khalifa,real
dataset_real\train\burj_khalifa\58d618d685.jpg,burj_khalifa,real
dataset_real\train\eiffel_tower\3195c24761.jpg,eiffel_tower,real
dataset_real\train\statue_of_liberty\2b518bf1c7.jpg,statue_of_liberty,real
dataset_real\train\roman_colosseum\c55d1367fa.jpg,roman_colosseum,real
dataset_real\train\eiffel_tower\894c615a89.jpg,eiffel_tower,real
dataset_real\train\great_wall_of_china\5bcc69d401.jpg,great_wall_of_china,real
dataset_real\train\christ_the_reedemer\ee0ed0f698.jpg,christ_the_reedemer,real
dataset_real\train\great_wall_of_china\3918282d25.jpg,great_wall_of_china,real
dataset_real\train\chichen_itza\128447c447.jpg,chichen_itza,real
dataset_real\train\burj_khalifa\f42fe52e26.jpg,burj_khalifa,real
dataset_real\train\burj_khalifa\1a81fe9ecb.jpg,burj_khalifa,real
dataset_synthetic\train\chichen_itza\00061-2079455154.png,chichen_itza,synthetic
dataset_real\train\roman_colosseum\e57ee8b2a3.jpg,roman_colosseum,real
dataset_real\train\roman_colosseum\95a672144a.jpg,roman_colosseum,real
dataset_real\train\burj_khalifa\dab5bf98d7.jpg,burj_khalifa,real
dataset_real\train\christ_the_reedemer\3d78346aa8.jpg,christ_the_reedemer,real
dataset_real\train\christ_the_reedemer\daec5aab3e.jpg,christ_the_reedemer,real
dataset_real\train\statue_of_liberty\72a81bc7ea.jpg,statue_of_liberty,real
dataset_real\train\pyramids_of_giza\6d38e05d43.jpg,pyramids_of_giza,real
dataset_real\train\chichen_itza\33cb7caa5d.jpg,chichen_itza,real
dataset_synthetic\train\statue_of_liberty\00613-4055323050.png,statue_of_liberty,synthetic
dataset_real\train\eiffel_tower\27de29068c.jpg,eiffel_tower,real
dataset_real\train\great_wall_of_china\2b7de47436.jpg,great_wall_of_china,real
dataset_synthetic\train\pyramids_of_giza\00094-942607752.png,pyramids_of_giza,synthetic
dataset_synthetic\train\pyramids_of_giza\00089-2984508841.png,pyramids_of_giza,synthetic
dataset_real\train\burj_khalifa\9c1c7613c0.jpg,burj_khalifa,real
dataset_real\train\chichen_itza\32bca01d7a.jpg,chichen_itza,real
dataset_real\train\christ_the_reedemer\ce7f867b41.jpg,christ_the_reedemer,real
dataset_real\train\roman_colosseum\45524c7733.jpg,roman_colosseum,real
dataset_real\train\great_wall_of_china\7294870974.jpg,great_wall_of_china,real
dataset_real\train\christ_the_reedemer\d1e0d9a316.jpg,christ_the_reedemer,real
dataset_real\train\statue_of_liberty\84f60063c4.jpg,statue_of_liberty,real
dataset_real\train\great_wall_of_china\66d86b95e9.jpg,great_wall_of_china,real
dataset_synthetic\train\roman_colosseum\00110-2343411957.png,roman_colosseum,synthetic
dataset_real\train\chichen_itza\7035feed71.jpg,chichen_itza,real
dataset_synthetic\train\pyramids_of_giza\00253-3340261363.png,pyramids_of_giza,synthetic
dataset_real\train\chichen_itza\666a76bcfb.jpg,chichen_itza,real
dataset_real\train\great_wall_of_china\20066e8954.jpg,great_wall_of_china,real
dataset_synthetic\train\pyramids_of_giza\00037-2054659940.png,pyramids_of_giza,synthetic
dataset_real\train\statue_of_liberty\9194c0848e.jpg,statue_of_liberty,real
dataset_real\train\chichen_itza\e027adb44b.jpg,chichen_itza,real
dataset_real\train\roman_colosseum\2eb4b4b587.jpg,roman_colosseum,real
dataset_synthetic\train\statue_of_liberty\00433-3674376589.png,statue_of_liberty,synthetic
dataset_real\train\pyramids_of_giza\b7904c60d6.jpg,pyramids_of_giza,real
dataset_synthetic\train\statue_of_liberty\00592-3964871341.png,statue_of_liberty,synthetic
dataset_synthetic\train\burj_khalifa\00145-1813382833.png,burj_khalifa,synthetic
dataset_real\train\pyramids_of_giza\f099106140.jpg,pyramids_of_giza,real
dataset_real\train\roman_colosseum\710006884d.jpg,roman_colosseum,real
dataset_real\train\burj_khalifa\cb97acb7c6.jpg,burj_khalifa,real
dataset_real\train\statue_of_liberty\1aeb838266.jpg,statue_of_liberty,real
dataset_synthetic\train\great_wall_of_china\00274-1383148726.png,great_wall_of_china,synthetic
dataset_real\train\eiffel_tower\7e8a6b209a.jpg,eiffel_tower,real
dataset_real\train\roman_colosseum\60a8c67f73.jpg,roman_colosseum,real
dataset_real\train\chichen_itza\719520eae8.jpg,chichen_itza,real
dataset_real\train\pyramids_of_giza\2c585af73a.jpg,pyramids_of_giza,real
dataset_real\train\burj_khalifa\bdc36c7212.jpg,burj_khalifa,real
dataset_real\train\great_wall_of_china\0309f8674f.jpg,great_wall_of_china,real
dataset_real\train\great_wall_of_china\c05cd4b68a.jpg,great_wall_of_china,real
dataset_synthetic\train\eiffel_tower\00006-3137921691.png,eiffel_tower,synthetic
dataset_real\train\pyramids_of_giza\dfc5cf8642.jpg,pyramids_of_giza,real
dataset_real\train\pyramids_of_giza\ab3b853a85.jpg,pyramids_of_giza,real
dataset_real\train\roman_colosseum\58f38e905e.jpg,roman_colosseum,real
dataset_real\train\eiffel_tower\6cfe909b12.jpg,eiffel_tower,real
dataset_real\train\statue_of_liberty\4fa5fda450.jpg,statue_of_liberty,real
dataset_synthetic\train\pyramids_of_giza\00113-942607771.png,pyramids_of_giza,synthetic
dataset_real\train\pyramids_of_giza\bc0cffa21c.jpg,pyramids_of_giza,real
dataset_real\train\burj_khalifa\efc3137f40.jpg,burj_khalifa,real
dataset_real\train\eiffel_tower\8c3b25af89.jpg,eiffel_tower,real
dataset_real\train\pyramids_of_giza\87d9308559.jpg,pyramids_of_giza,real
dataset_real\train\roman_colosseum\d5450beb71.jpg,roman_colosseum,real
dataset_real\train\eiffel_tower\852e9995ef.jpg,eiffel_tower,real
dataset_real\train\chichen_itza\eebe634d70.jpg,chichen_itza,real
dataset_real\train\eiffel_tower\beb6568a57.jpg,eiffel_tower,real
dataset_synthetic\train\pyramids_of_giza\00286-39524431.png,pyramids_of_giza,synthetic
dataset_real\train\roman_colosseum\ac3c6f17fe.jpg,roman_colosseum,real
dataset_real\train\christ_the_reedemer\b9fb367877.jpg,christ_the_reedemer,real
dataset_real\train\roman_colosseum\9fe0dba031.jpg,roman_colosseum,real
dataset_synthetic\train\great_wall_of_china\00213-4011577228.png,great_wall_of_china,synthetic
dataset_synthetic\train\christ_the_reedemer\00185-4094071611.png,christ_the_reedemer,synthetic
dataset_real\train\statue_of_liberty\f0376b4e06.jpg,statue_of_liberty,real
dataset_real\train\statue_of_liberty\ec63ebf907.jpg,statue_of_liberty,real
dataset_real\train\christ_the_reedemer\62f953fe53.jpg,christ_the_reedemer,real
dataset_real\train\eiffel_tower\d34ac2c771.jpg,eiffel_tower,real
dataset_real\train\roman_colosseum\6035e8e683.jpg,roman_colosseum,real
dataset_synthetic\train\pyramids_of_giza\00082-2984508834.png,pyramids_of_giza,synthetic
dataset_real\train\pyramids_of_giza\46d872143f.jpg,pyramids_of_giza,real
dataset_synthetic\train\eiffel_tower\00008-3137921693.png,eiffel_tower,synthetic
dataset_real\train\roman_colosseum\a519fdb9ff.jpg,roman_colosseum,real
dataset_synthetic\train\chichen_itza\00051-2669227205.png,chichen_itza,synthetic
dataset_real\train\great_wall_of_china\d42bdbcb78.jpg,great_wall_of_china,real
dataset_synthetic\train\chichen_itza\00005-354526592.png,chichen_itza,synthetic
dataset_synthetic\train\great_wall_of_china\00116-920026947.png,great_wall_of_china,synthetic
dataset_synthetic\train\great_wall_of_china\00185-2026541293.png,great_wall_of_china,synthetic
dataset_real\train\roman_colosseum\8d86312a3b.jpg,roman_colosseum,real
dataset_real\train\roman_colosseum\6ae4518220.jpg,roman_colosseum,real
dataset_synthetic\train\christ_the_reedemer\00257-2017116373.png,christ_the_reedemer,synthetic
dataset_real\train\eiffel_tower\f94f63a993.jpg,eiffel_tower,real
dataset_real\train\eiffel_tower\ec4d06527e.jpg,eiffel_tower,real
dataset_synthetic\train\chichen_itza\00027-817939102.png,chichen_itza,synthetic
dataset_real\train\pyramids_of_giza\1118710a8e.jpg,pyramids_of_giza,real
dataset_real\train\roman_colosseum\f38d824b91.jpg,roman_colosseum,real
dataset_real\train\pyramids_of_giza\7c137fce5d.jpg,pyramids_of_giza,real
dataset_real\train\christ_the_reedemer\3b7428ec69.jpg,christ_the_reedemer,real
dataset_real\train\burj_khalifa\cac1ff6043.jpg,burj_khalifa,real
dataset_real\train\roman_colosseum\c19717f3a6.jpg,roman_colosseum,real
dataset_real\train\roman_colosseum\cb3140b91b.jpg,roman_colosseum,real
dataset_synthetic\train\chichen_itza\00125-1654904556.png,chichen_itza,synthetic
dataset_real\train\eiffel_tower\1921a00c87.jpg,eiffel_tower,real
dataset_real\train\statue_of_liberty\03f88c0e30.jpg,statue_of_liberty,real
dataset_synthetic\train\roman_colosseum\00044-2283819993.png,roman_colosseum,synthetic
dataset_real\train\pyramids_of_giza\6ec1fb5047.jpg,pyramids_of_giza,real
dataset_synthetic\train\chichen_itza\00080-2079455173.png,chichen_itza,synthetic
dataset_real\train\christ_the_reedemer\34afb8df98.jpg,christ_the_reedemer,real
dataset_synthetic\train\great_wall_of_china\00251-4085978417.png,great_wall_of_china,synthetic
dataset_real\train\pyramids_of_giza\6f16ee2ad2.jpg,pyramids_of_giza,real
dataset_synthetic\train\statue_of_liberty\00588-3964871337.png,statue_of_liberty,synthetic
dataset_real\train\great_wall_of_china\a9079de918.jpg,great_wall_of_china,real
dataset_real\train\chichen_itza\6532050dd3.jpg,chichen_itza,real
dataset_real\train\roman_colosseum\66e5e157ea.jpg,roman_colosseum,real
dataset_real\train\eiffel_tower\454de3455f.jpg,eiffel_tower,real
dataset_real\train\great_wall_of_china\953841af91.jpg,great_wall_of_china,real
dataset_real\train\chichen_itza\d08aeef861.jpg,chichen_itza,real
dataset_real\train\burj_khalifa\4b8ec72cb0.jpg,burj_khalifa,real
dataset_real\train\christ_the_reedemer\ca6af661c7.jpg,christ_the_reedemer,real
dataset_real\train\roman_colosseum\65ec210188.jpg,roman_colosseum,real
dataset_real\train\statue_of_liberty\5bd3684987.jpg,statue_of_liberty,real
dataset_real\train\burj_khalifa\3b5a0083df.jpg,burj_khalifa,real
dataset_synthetic\train\statue_of_liberty\00450-818305453.png,statue_of_liberty,synthetic
dataset_real\train\pyramids_of_giza\5162917566.jpg,pyramids_of_giza,real
dataset_real\train\eiffel_tower\c9e537d7ee.jpg,eiffel_tower,real
dataset_synthetic\train\burj_khalifa\00158-2778414625.png,burj_khalifa,synthetic
dataset_real\train\eiffel_tower\32bbbd89d5.jpg,eiffel_tower,real
dataset_real\train\eiffel_tower\0a762bf841.jpg,eiffel_tower,real
dataset_real\train\eiffel_tower\e359656db2.jpg,eiffel_tower,real
dataset_real\train\burj_khalifa\6642cd4968.jpg,burj_khalifa,real
dataset_real\train\christ_the_reedemer\a111300d9d.jpg,christ_the_reedemer,real
dataset_synthetic\train\statue_of_liberty\00595-3964871344.png,statue_of_liberty,synthetic
dataset_real\train\roman_colosseum\28de599b18.jpg,roman_colosseum,real
dataset_real\train\burj_khalifa\cee569860e.jpg,burj_khalifa,real
dataset_real\train\eiffel_tower\df813f0329.jpg,eiffel_tower,real
dataset_real\train\statue_of_liberty\6028d67978.jpg,statue_of_liberty,real
dataset_real\train\roman_colosseum\bf7568a657.jpg,roman_colosseum,real
dataset_real\train\eiffel_tower\d97d14f896.jpg,eiffel_tower,real
dataset_real\train\statue_of_liberty\f5bca46408.jpg,statue_of_liberty,real
dataset_real\train\eiffel_tower\926d33dca3.jpg,eiffel_tower,real
dataset_real\train\great_wall_of_china\35d15499b2.jpg,great_wall_of_china,real
dataset_real\train\chichen_itza\d9c1d3054f.jpg,chichen_itza,real
dataset_real\train\christ_the_reedemer\31a69a5597.jpg,christ_the_reedemer,real
dataset_real\train\burj_khalifa\41ee1bbd47.jpg,burj_khalifa,real
dataset_real\train\pyramids_of_giza\7ed69ee146.jpg,pyramids_of_giza,real
dataset_real\train\christ_the_reedemer\a716bb9f85.jpg,christ_the_reedemer,real
dataset_real\train\roman_colosseum\da98dc4cd7.jpg,roman_colosseum,real
dataset_synthetic\train\great_wall_of_china\00049-1177815138.png,great_wall_of_china,synthetic
dataset_synthetic\train\statue_of_liberty\00393-1169046304.png,statue_of_liberty,synthetic
dataset_real\train\eiffel_tower\274a4dbf5c.jpg,eiffel_tower,real
dataset_real\train\christ_the_reedemer\0ca3b8d570.jpg,christ_the_reedemer,real
dataset_synthetic\train\chichen_itza\00119-3888410430.png,chichen_itza,synthetic
dataset_real\train\eiffel_tower\4eb8373b68.jpg,eiffel_tower,real
dataset_real\train\burj_khalifa\f0e54b09b4.jpg,burj_khalifa,real
dataset_synthetic\train\statue_of_liberty\00468-818305471.png,statue_of_liberty,synthetic
dataset_synthetic\train\great_wall_of_china\00170-1607761950.png,great_wall_of_china,synthetic
dataset_synthetic\train\burj_khalifa\00246-2863073456.png,burj_khalifa,synthetic
dataset_real\train\christ_the_reedemer\8e049808ff.jpg,christ_the_reedemer,real
dataset_real\train\pyramids_of_giza\a530ac7202.jpg,pyramids_of_giza,real
dataset_real\train\burj_khalifa\b67773fb09.jpg,burj_khalifa,real
dataset_synthetic\train\eiffel_tower\00042-1984749095.png,eiffel_tower,synthetic
dataset_synthetic\train\burj_khalifa\00106-4109332474.png,burj_khalifa,synthetic
dataset_real\train\roman_colosseum\83072fb856.jpg,roman_colosseum,real
dataset_real\train\great_wall_of_china\b0c83725f7.jpg,great_wall_of_china,real
dataset_real\train\roman_colosseum\364e7089bb.jpg,roman_colosseum,real
dataset_real\train\christ_the_reedemer\eb1be924c7.jpg,christ_the_reedemer,real
dataset_real\train\great_wall_of_china\d0db2f30e5.jpg,great_wall_of_china,real
dataset_real\train\roman_colosseum\0e00dfa7c9.jpg,roman_colosseum,real
dataset_synthetic\train\chichen_itza\00054-2669227208.png,chichen_itza,synthetic
dataset_real\train\christ_the_reedemer\3e144c461b.jpg,christ_the_reedemer,real
dataset_real\train\roman_colosseum\cb93212fd8.jpg,roman_colosseum,real
dataset_real\train\christ_the_reedemer\db6afdb118.jpg,christ_the_reedemer,real
dataset_synthetic\train\roman_colosseum\00264-1881496559.png,roman_colosseum,synthetic
dataset_real\train\burj_khalifa\aa0042aafd.jpg,burj_khalifa,real
dataset_real\train\chichen_itza\e3a7af0b16.jpg,chichen_itza,real
dataset_real\train\roman_colosseum\367e6c199b.jpg,roman_colosseum,real
dataset_real\train\christ_the_reedemer\e5f894d9c0.jpg,christ_the_reedemer,real
dataset_real\train\christ_the_reedemer\6a19038293.jpg,christ_the_reedemer,real
dataset_real\train\roman_colosseum\55e3eaa506.jpg,roman_colosseum,real
dataset_real\train\statue_of_liberty\3a4d2ac51d.jpg,statue_of_liberty,real
dataset_synthetic\train\roman_colosseum\00206-1974243525.png,roman_colosseum,synthetic
dataset_synthetic\train\christ_the_reedemer\00128-3552515822.png,christ_the_reedemer,synthetic
dataset_real\train\christ_the_reedemer\2c8dab432d.jpg,christ_the_reedemer,real
dataset_real\train\great_wall_of_china\e2f47a558d.jpg,great_wall_of_china,real
dataset_real\train\great_wall_of_china\b6b329d76e.jpg,great_wall_of_china,real
dataset_real\train\eiffel_tower\bff33e66d0.jpg,eiffel_tower,real
dataset_real\train\eiffel_tower\1df2a601be.jpg,eiffel_tower,real
dataset_real\train\pyramids_of_giza\955896640a.jpg,pyramids_of_giza,real
dataset_real\train\statue_of_liberty\e170a77760.jpg,statue_of_liberty,real
