filepath,class_name,source
dataset_real\train\burj_khalifa\0b738f98bb.jpg,burj_khalifa,real
dataset_real\train\roman_colosseum\39b68b284f.jpg,roman_colosseum,real
dataset_real\train\burj_khalifa\b845526fac.jpg,burj_khalifa,real
dataset_real\train\pyramids_of_giza\ed638b3da7.jpg,pyramids_of_giza,real
dataset_real\train\pyramids_of_giza\6e424e6bd8.jpg,pyramids_of_giza,real
dataset_real\train\pyramids_of_giza\842a7f3f88.jpg,pyramids_of_giza,real
dataset_real\train\eiffel_tower\8ee8182bb3.jpg,eiffel_tower,real
dataset_real\train\eiffel_tower\bb09df3081.jpg,eiffel_tower,real
dataset_real\train\chichen_itza\ea759401b4.jpg,chichen_itza,real
dataset_real\train\eiffel_tower\01c365e719.jpg,eiffel_tower,real
dataset_real\train\eiffel_tower\d48ebfe991.jpg,eiffel_tower,real
dataset_real\train\roman_colosseum\dd97a40d15.jpg,roman_colosseum,real
dataset_real\train\chichen_itza\fe3c406fe9.jpg,chichen_itza,real
dataset_real\train\pyramids_of_giza\36037dfbdf.jpg,pyramids_of_giza,real
dataset_real\train\statue_of_liberty\6dd8f9ec67.jpg,statue_of_liberty,real
dataset_real\train\statue_of_liberty\37c4325da0.jpg,statue_of_liberty,real
dataset_real\train\chichen_itza\5c1723040a.jpg,chichen_itza,real
dataset_real\train\roman_colosseum\6ae4518220.jpg,roman_colosseum,real
dataset_real\train\chichen_itza\c1dcf37489.jpg,chichen_itza,real
dataset_real\train\roman_colosseum\f286f76ba9.jpg,roman_colosseum,real
dataset_real\train\christ_the_reedemer\f6954ee29a.jpg,christ_the_reedemer,real
dataset_real\train\great_wall_of_china\16d77ae652.jpg,great_wall_of_china,real
dataset_real\train\great_wall_of_china\70989984ce.jpg,great_wall_of_china,real
dataset_real\train\chichen_itza\4e1756aae7.jpg,chichen_itza,real
dataset_real\train\great_wall_of_china\bf05c4248e.jpg,great_wall_of_china,real
dataset_real\train\eiffel_tower\9d091d1981.jpg,eiffel_tower,real
dataset_real\train\pyramids_of_giza\18b497b720.jpg,pyramids_of_giza,real
dataset_real\train\chichen_itza\666a76bcfb.jpg,chichen_itza,real
dataset_real\train\eiffel_tower\ec4d06527e.jpg,eiffel_tower,real
dataset_real\train\burj_khalifa\87337d1e62.jpg,burj_khalifa,real
dataset_real\train\roman_colosseum\f7b87ac6d5.jpg,roman_colosseum,real
dataset_real\train\roman_colosseum\66e5e157ea.jpg,roman_colosseum,real
dataset_real\train\statue_of_liberty\ef8aa25127.jpg,statue_of_liberty,real
dataset_real\train\christ_the_reedemer\daec5aab3e.jpg,christ_the_reedemer,real
dataset_real\train\burj_khalifa\f5f0ca6dcc.jpg,burj_khalifa,real
dataset_real\train\pyramids_of_giza\d0ad0aa6a7.jpg,pyramids_of_giza,real
dataset_real\train\eiffel_tower\7de8ac6578.jpg,eiffel_tower,real
dataset_real\train\roman_colosseum\92fcb7e85f.jpg,roman_colosseum,real
dataset_real\train\chichen_itza\1b678785ad.jpg,chichen_itza,real
dataset_real\train\eiffel_tower\a5c0183f6d.jpg,eiffel_tower,real
dataset_real\train\christ_the_reedemer\ac3f9ab4fb.jpg,christ_the_reedemer,real
dataset_real\train\christ_the_reedemer\a58b3ffeb8.jpg,christ_the_reedemer,real
dataset_real\train\burj_khalifa\24a32bc937.jpg,burj_khalifa,real
dataset_real\train\eiffel_tower\6ff4a47762.jpg,eiffel_tower,real
dataset_real\train\great_wall_of_china\5962b989cc.jpg,great_wall_of_china,real
dataset_real\train\burj_khalifa\f5bbcaaa8a.jpg,burj_khalifa,real
dataset_real\train\eiffel_tower\b112c7e338.jpg,eiffel_tower,real
dataset_real\train\roman_colosseum\dc6fcf88d5.jpg,roman_colosseum,real
dataset_real\train\statue_of_liberty\4bc78d117d.jpg,statue_of_liberty,real
dataset_real\train\statue_of_liberty\157a7600c8.jpg,statue_of_liberty,real
dataset_real\train\christ_the_reedemer\ad3b5fb0a3.jpg,christ_the_reedemer,real
dataset_real\train\roman_colosseum\38761ec41b.jpg,roman_colosseum,real
dataset_real\train\chichen_itza\6e2fb6b730.jpg,chichen_itza,real
dataset_real\train\roman_colosseum\28fea31e53.jpg,roman_colosseum,real
dataset_real\train\pyramids_of_giza\059228ac99.jpg,pyramids_of_giza,real
dataset_real\train\chichen_itza\4e33f0793d.jpg,chichen_itza,real
dataset_real\train\eiffel_tower\01de31a300.jpg,eiffel_tower,real
dataset_real\train\roman_colosseum\2eb4b4b587.jpg,roman_colosseum,real
dataset_real\train\pyramids_of_giza\5209504985.jpg,pyramids_of_giza,real
dataset_real\train\eiffel_tower\17f0d90d62.jpg,eiffel_tower,real
dataset_real\train\eiffel_tower\85b94fd46f.jpg,eiffel_tower,real
dataset_real\train\eiffel_tower\53e3ad7e68.jpg,eiffel_tower,real
dataset_real\train\eiffel_tower\9fd72068a7.jpg,eiffel_tower,real
dataset_real\train\chichen_itza\9921f3cf8b.jpg,chichen_itza,real
dataset_real\train\roman_colosseum\90bc0fbadb.jpg,roman_colosseum,real
dataset_real\train\christ_the_reedemer\d03dfdc85b.jpg,christ_the_reedemer,real
dataset_real\train\pyramids_of_giza\87085ad6b2.jpg,pyramids_of_giza,real
dataset_real\train\great_wall_of_china\a37e27cce9.jpg,great_wall_of_china,real
dataset_real\train\statue_of_liberty\bf2d3341e2.jpg,statue_of_liberty,real
dataset_real\train\chichen_itza\719520eae8.jpg,chichen_itza,real
dataset_real\train\burj_khalifa\d5a3e44f1c.jpg,burj_khalifa,real
dataset_real\train\chichen_itza\46624ccf35.jpg,chichen_itza,real
dataset_real\train\pyramids_of_giza\c17156374d.jpg,pyramids_of_giza,real
dataset_real\train\great_wall_of_china\46f15c53e7.jpg,great_wall_of_china,real
dataset_real\train\eiffel_tower\4db1e659ee.jpg,eiffel_tower,real
dataset_real\train\great_wall_of_china\a0da6c005b.jpg,great_wall_of_china,real
dataset_real\train\roman_colosseum\9d07039bb4.jpg,roman_colosseum,real
dataset_real\train\burj_khalifa\7a73d9e23f.jpg,burj_khalifa,real
dataset_real\train\eiffel_tower\968ee9b6b3.jpg,eiffel_tower,real
dataset_real\train\pyramids_of_giza\2d432bb685.jpg,pyramids_of_giza,real
dataset_real\train\burj_khalifa\5c134ac7e8.jpg,burj_khalifa,real
dataset_real\train\pyramids_of_giza\f59466ac8b.jpg,pyramids_of_giza,real
dataset_real\train\burj_khalifa\69397dfb72.jpg,burj_khalifa,real
dataset_real\train\pyramids_of_giza\7eec544b78.jpg,pyramids_of_giza,real
dataset_real\train\pyramids_of_giza\5db4abb257.jpg,pyramids_of_giza,real
dataset_real\train\eiffel_tower\6bd6bb7cab.jpg,eiffel_tower,real
dataset_real\train\christ_the_reedemer\ca6af661c7.jpg,christ_the_reedemer,real
dataset_real\train\christ_the_reedemer\ce7f867b41.jpg,christ_the_reedemer,real
dataset_real\train\pyramids_of_giza\28f366ca88.jpg,pyramids_of_giza,real
dataset_real\train\chichen_itza\28006c09b3.jpg,chichen_itza,real
dataset_real\train\great_wall_of_china\b9c9ea2b9c.jpg,great_wall_of_china,real
dataset_real\train\roman_colosseum\a9613f1dd6.jpg,roman_colosseum,real
dataset_real\train\chichen_itza\a380918f87.jpg,chichen_itza,real
dataset_real\train\pyramids_of_giza\121df715e0.jpg,pyramids_of_giza,real
dataset_real\train\burj_khalifa\b5b1ab2c08.jpg,burj_khalifa,real
dataset_real\train\statue_of_liberty\614adfe1d9.jpg,statue_of_liberty,real
dataset_real\train\christ_the_reedemer\705bd1666d.jpg,christ_the_reedemer,real
dataset_real\train\chichen_itza\88fbfc1b57.jpg,chichen_itza,real
dataset_real\train\burj_khalifa\fbb37a8046.jpg,burj_khalifa,real
dataset_real\train\great_wall_of_china\f3fbfa90fc.jpg,great_wall_of_china,real
dataset_real\train\burj_khalifa\d6e3960c72.jpg,burj_khalifa,real
dataset_real\train\roman_colosseum\31cc49c61c.jpg,roman_colosseum,real
dataset_real\train\great_wall_of_china\04fc79df99.jpg,great_wall_of_china,real
dataset_real\train\burj_khalifa\e832d763f9.jpg,burj_khalifa,real
dataset_real\train\christ_the_reedemer\8525fcf6d0.jpg,christ_the_reedemer,real
dataset_real\train\christ_the_reedemer\21283baf94.jpg,christ_the_reedemer,real
dataset_real\train\eiffel_tower\a659c067a8.jpg,eiffel_tower,real
dataset_real\train\roman_colosseum\c55d1367fa.jpg,roman_colosseum,real
dataset_real\train\christ_the_reedemer\8f861431d3.jpg,christ_the_reedemer,real
dataset_real\train\pyramids_of_giza\60785d36a2.jpg,pyramids_of_giza,real
dataset_real\train\christ_the_reedemer\56bca278a9.jpg,christ_the_reedemer,real
dataset_real\train\roman_colosseum\a491f570bb.jpg,roman_colosseum,real
dataset_real\train\statue_of_liberty\484a193a54.jpg,statue_of_liberty,real
dataset_real\train\pyramids_of_giza\ccd3ab32dd.jpg,pyramids_of_giza,real
dataset_real\train\great_wall_of_china\1fd912db0f.jpg,great_wall_of_china,real
dataset_real\train\chichen_itza\297bd10d1e.jpg,chichen_itza,real
dataset_real\train\pyramids_of_giza\ae130b64cc.jpg,pyramids_of_giza,real
dataset_real\train\roman_colosseum\391e48aecc.jpg,roman_colosseum,real
dataset_real\train\christ_the_reedemer\8f72749b3b.jpg,christ_the_reedemer,real
dataset_real\train\eiffel_tower\0a071709df.jpg,eiffel_tower,real
dataset_real\train\chichen_itza\2614f7a5c7.jpg,chichen_itza,real
dataset_real\train\eiffel_tower\9edc4a25d9.jpg,eiffel_tower,real
dataset_real\train\roman_colosseum\4be369d9a7.jpg,roman_colosseum,real
dataset_real\train\eiffel_tower\c9797cd9c2.jpg,eiffel_tower,real
dataset_real\train\chichen_itza\f70cb0525d.jpg,chichen_itza,real
dataset_real\train\chichen_itza\133d166bb9.jpg,chichen_itza,real
dataset_real\train\great_wall_of_china\5bcc69d401.jpg,great_wall_of_china,real
dataset_real\train\chichen_itza\45de7c16c9.jpg,chichen_itza,real
dataset_real\train\burj_khalifa\00d4a42317.jpg,burj_khalifa,real
dataset_real\train\eiffel_tower\27de29068c.jpg,eiffel_tower,real
dataset_real\train\great_wall_of_china\6a7ea68bc4.jpg,great_wall_of_china,real
dataset_real\train\statue_of_liberty\03f88c0e30.jpg,statue_of_liberty,real
dataset_real\train\statue_of_liberty\418cb5ba07.jpg,statue_of_liberty,real
dataset_real\train\christ_the_reedemer\eeec425db1.jpg,christ_the_reedemer,real
dataset_real\train\pyramids_of_giza\9377b53190.jpg,pyramids_of_giza,real
dataset_real\train\eiffel_tower\07e2fb6c6c.jpg,eiffel_tower,real
dataset_real\train\pyramids_of_giza\cc31eebde1.jpg,pyramids_of_giza,real
dataset_real\train\eiffel_tower\f94f63a993.jpg,eiffel_tower,real
dataset_real\train\pyramids_of_giza\7e4c7861da.jpg,pyramids_of_giza,real
dataset_real\train\eiffel_tower\b8634fc89f.jpg,eiffel_tower,real
dataset_real\train\christ_the_reedemer\1664dfaedc.jpg,christ_the_reedemer,real
dataset_real\train\great_wall_of_china\5aedd4d3f9.jpg,great_wall_of_china,real
dataset_real\train\pyramids_of_giza\9447c79bd7.jpg,pyramids_of_giza,real
dataset_real\train\statue_of_liberty\076e80b1f5.jpg,statue_of_liberty,real
dataset_real\train\christ_the_reedemer\4db3010416.jpg,christ_the_reedemer,real
dataset_real\train\eiffel_tower\79a789a49c.jpg,eiffel_tower,real
dataset_real\train\eiffel_tower\8f8e0ada7c.jpg,eiffel_tower,real
dataset_real\train\burj_khalifa\f511119ac2.jpg,burj_khalifa,real
dataset_real\train\burj_khalifa\3afd543286.jpg,burj_khalifa,real
dataset_real\train\pyramids_of_giza\10e1a6e916.jpg,pyramids_of_giza,real
dataset_real\train\chichen_itza\ce161ed02d.jpg,chichen_itza,real
dataset_real\train\christ_the_reedemer\f9027f50a9.jpg,christ_the_reedemer,real
dataset_real\train\eiffel_tower\38ec4924a5.jpg,eiffel_tower,real
dataset_real\train\christ_the_reedemer\2c8dab432d.jpg,christ_the_reedemer,real
dataset_real\train\chichen_itza\6e17190bc8.jpg,chichen_itza,real
dataset_real\train\burj_khalifa\52231c5a0c.jpg,burj_khalifa,real
dataset_real\train\christ_the_reedemer\7a2444d399.jpg,christ_the_reedemer,real
dataset_real\train\burj_khalifa\3eb3aecc41.jpg,burj_khalifa,real
dataset_real\train\eiffel_tower\d6ef410cfc.jpg,eiffel_tower,real
dataset_real\train\roman_colosseum\cba284caab.jpg,roman_colosseum,real
dataset_real\train\eiffel_tower\8aabdfe30d.jpg,eiffel_tower,real
dataset_real\train\roman_colosseum\c9e8380d9e.jpg,roman_colosseum,real
dataset_real\train\great_wall_of_china\88932c5720.jpg,great_wall_of_china,real
dataset_real\train\roman_colosseum\65ec210188.jpg,roman_colosseum,real
dataset_real\train\statue_of_liberty\032a2ecea0.jpg,statue_of_liberty,real
dataset_real\train\statue_of_liberty\a8090553d1.jpg,statue_of_liberty,real
dataset_real\train\christ_the_reedemer\f85a54bb69.jpg,christ_the_reedemer,real
dataset_real\train\great_wall_of_china\1684708419.jpg,great_wall_of_china,real
dataset_real\train\burj_khalifa\f4a1dd562d.jpg,burj_khalifa,real
dataset_real\train\christ_the_reedemer\daa7d1baae.jpg,christ_the_reedemer,real
dataset_real\train\christ_the_reedemer\b704dec6f6.jpg,christ_the_reedemer,real
dataset_real\train\burj_khalifa\1e906e0e39.jpg,burj_khalifa,real
dataset_real\train\eiffel_tower\731b32faec.jpg,eiffel_tower,real
dataset_real\train\christ_the_reedemer\eb1be924c7.jpg,christ_the_reedemer,real
dataset_real\train\roman_colosseum\6013ff76c9.jpg,roman_colosseum,real
dataset_real\train\chichen_itza\698d8002fe.jpg,chichen_itza,real
dataset_real\train\roman_colosseum\39d476e843.jpg,roman_colosseum,real
dataset_real\train\eiffel_tower\cd0d9d3278.jpg,eiffel_tower,real
dataset_real\train\burj_khalifa\9fcf9ae2c3.jpg,burj_khalifa,real
dataset_real\train\pyramids_of_giza\2e5bb5c966.jpg,pyramids_of_giza,real
dataset_real\train\pyramids_of_giza\93ed5187b2.jpg,pyramids_of_giza,real
dataset_real\train\burj_khalifa\2b9d184edc.jpg,burj_khalifa,real
dataset_real\train\statue_of_liberty\c23add1b1e.jpg,statue_of_liberty,real
dataset_real\train\eiffel_tower\8e6fe7cfef.jpg,eiffel_tower,real
dataset_real\train\christ_the_reedemer\db1f314e4a.jpg,christ_the_reedemer,real
dataset_real\train\statue_of_liberty\aebea88812.jpg,statue_of_liberty,real
dataset_real\train\great_wall_of_china\6bb46fa29f.jpg,great_wall_of_china,real
dataset_real\train\pyramids_of_giza\f91e363ae9.jpg,pyramids_of_giza,real
dataset_real\train\pyramids_of_giza\ada7622c69.jpg,pyramids_of_giza,real
dataset_real\train\chichen_itza\d6f451b0c6.jpg,chichen_itza,real
dataset_real\train\roman_colosseum\c336c55bc4.jpg,roman_colosseum,real
dataset_real\train\chichen_itza\823a944e54.jpg,chichen_itza,real
dataset_real\train\eiffel_tower\58e8781e02.jpg,eiffel_tower,real
dataset_real\train\burj_khalifa\b4b880f524.jpg,burj_khalifa,real
dataset_real\train\statue_of_liberty\dbe163dbea.jpg,statue_of_liberty,real
dataset_real\train\chichen_itza\5da14d6526.jpg,chichen_itza,real
dataset_real\train\statue_of_liberty\45edf2da4a.jpg,statue_of_liberty,real
dataset_real\train\statue_of_liberty\c1d71a10b7.jpg,statue_of_liberty,real
dataset_real\train\pyramids_of_giza\ae47ba40c4.jpg,pyramids_of_giza,real
dataset_real\train\burj_khalifa\8ab28eb8c7.jpg,burj_khalifa,real
dataset_real\train\burj_khalifa\1543ad4d7c.jpg,burj_khalifa,real
dataset_real\train\pyramids_of_giza\9f62d420cb.jpg,pyramids_of_giza,real
dataset_real\train\pyramids_of_giza\1f3aedf317.jpg,pyramids_of_giza,real
dataset_real\train\roman_colosseum\284542183d.jpg,roman_colosseum,real
dataset_real\train\great_wall_of_china\dd3c569511.jpg,great_wall_of_china,real
dataset_real\train\chichen_itza\8c7cdd6ed0.jpg,chichen_itza,real
dataset_real\train\chichen_itza\b8a00574de.jpg,chichen_itza,real
dataset_real\train\burj_khalifa\24dbf74fff.jpg,burj_khalifa,real
dataset_real\train\burj_khalifa\4b8ec72cb0.jpg,burj_khalifa,real
dataset_real\train\eiffel_tower\c93ce4b3f3.jpg,eiffel_tower,real
dataset_real\train\chichen_itza\a81a93b4cd.jpg,chichen_itza,real
dataset_real\train\eiffel_tower\f45f26e48f.jpg,eiffel_tower,real
dataset_real\train\burj_khalifa\4ae399a2b7.jpg,burj_khalifa,real
dataset_real\train\chichen_itza\c395c5a7d6.jpg,chichen_itza,real
dataset_real\train\pyramids_of_giza\685e95d748.jpg,pyramids_of_giza,real
dataset_real\train\burj_khalifa\89cd50f28a.jpg,burj_khalifa,real
dataset_real\train\eiffel_tower\676d66a41b.jpg,eiffel_tower,real
dataset_real\train\chichen_itza\27160acbb7.jpg,chichen_itza,real
dataset_real\train\statue_of_liberty\74f899a77a.jpg,statue_of_liberty,real
dataset_real\train\roman_colosseum\9cf1d6a5fd.jpg,roman_colosseum,real
dataset_real\train\pyramids_of_giza\8edf1a5bc6.jpg,pyramids_of_giza,real
dataset_real\train\pyramids_of_giza\9b0dfb3f88.jpg,pyramids_of_giza,real
dataset_real\train\burj_khalifa\fbac552124.jpg,burj_khalifa,real
dataset_real\train\roman_colosseum\6021a32d96.jpg,roman_colosseum,real
dataset_real\train\christ_the_reedemer\a516675ddd.jpg,christ_the_reedemer,real
dataset_real\train\pyramids_of_giza\ca8c63f498.jpg,pyramids_of_giza,real
dataset_real\train\eiffel_tower\765fc55acc.jpg,eiffel_tower,real
dataset_real\train\pyramids_of_giza\e16cc9010d.jpg,pyramids_of_giza,real
dataset_real\train\great_wall_of_china\755afb26b8.jpg,great_wall_of_china,real
dataset_real\train\great_wall_of_china\7e25160f82.jpg,great_wall_of_china,real
dataset_real\train\statue_of_liberty\6d393bb21c.jpg,statue_of_liberty,real
dataset_real\train\roman_colosseum\3d25f5a0fb.jpg,roman_colosseum,real
dataset_real\train\eiffel_tower\28fed072f9.jpg,eiffel_tower,real
dataset_real\train\burj_khalifa\f76b1ec129.jpg,burj_khalifa,real
dataset_real\train\chichen_itza\50841fa5a1.jpg,chichen_itza,real
dataset_real\train\burj_khalifa\237bcae843.jpg,burj_khalifa,real
dataset_real\train\chichen_itza\137c81c2e0.jpg,chichen_itza,real
dataset_real\train\statue_of_liberty\352e7e9b65.jpg,statue_of_liberty,real
dataset_real\train\eiffel_tower\3627e0cc93.jpg,eiffel_tower,real
dataset_real\train\chichen_itza\d7c278d964.jpg,chichen_itza,real
dataset_real\train\chichen_itza\84cb194960.jpg,chichen_itza,real
dataset_real\train\burj_khalifa\2b71aa169f.jpg,burj_khalifa,real
dataset_real\train\great_wall_of_china\dd14eb46c0.jpg,great_wall_of_china,real
dataset_real\train\christ_the_reedemer\7ccb403e1c.jpg,christ_the_reedemer,real
