filepath,class_name,source
dataset_synthetic\train\pyramids_of_giza\00090-942607748.png,pyramids_of_giza,synthetic
dataset_synthetic\train\great_wall_of_china\00146-2449295049.png,great_wall_of_china,synthetic
dataset_synthetic\train\great_wall_of_china\00155-1607761935.png,great_wall_of_china,synthetic
dataset_synthetic\train\chichen_itza\00231-4190620868.png,chichen_itza,synthetic
dataset_synthetic\train\great_wall_of_china\00112-920026943.png,great_wall_of_china,synthetic
dataset_synthetic\train\chichen_itza\00157-1856050869.png,chichen_itza,synthetic
dataset_synthetic\train\burj_khalifa\00237-2852982641.png,burj_khalifa,synthetic
dataset_synthetic\train\pyramids_of_giza\00139-962878677.png,pyramids_of_giza,synthetic
dataset_synthetic\train\great_wall_of_china\00151-1607761931.png,great_wall_of_china,synthetic
dataset_synthetic\train\christ_the_reedemer\00164-423565302.png,christ_the_reedemer,synthetic
dataset_synthetic\train\burj_khalifa\00269-2863073479.png,burj_khalifa,synthetic
dataset_synthetic\train\great_wall_of_china\00193-2026541301.png,great_wall_of_china,synthetic
dataset_synthetic\train\eiffel_tower\00288-162160949.png,eiffel_tower,synthetic
dataset_synthetic\train\christ_the_reedemer\00305-2284744754.png,christ_the_reedemer,synthetic
dataset_synthetic\train\chichen_itza\00017-817939092.png,chichen_itza,synthetic
dataset_synthetic\train\christ_the_reedemer\00226-1121221017.png,christ_the_reedemer,synthetic
dataset_synthetic\train\roman_colosseum\00289-241878744.png,roman_colosseum,synthetic
dataset_synthetic\train\eiffel_tower\00210-2386103685.png,eiffel_tower,synthetic
dataset_synthetic\train\chichen_itza\00241-1829905826.png,chichen_itza,synthetic
dataset_synthetic\train\christ_the_reedemer\00068-2397697053.png,christ_the_reedemer,synthetic
dataset_synthetic\train\great_wall_of_china\00248-4085978414.png,great_wall_of_china,synthetic
dataset_synthetic\train\christ_the_reedemer\00279-3045517142.png,christ_the_reedemer,synthetic
dataset_synthetic\train\pyramids_of_giza\00154-2205670330.png,pyramids_of_giza,synthetic
dataset_synthetic\train\christ_the_reedemer\00127-3552515821.png,christ_the_reedemer,synthetic
dataset_synthetic\train\statue_of_liberty\00521-1791252963.png,statue_of_liberty,synthetic
dataset_synthetic\train\pyramids_of_giza\00087-2984508839.png,pyramids_of_giza,synthetic
dataset_synthetic\train\chichen_itza\00087-2079455180.png,chichen_itza,synthetic
dataset_synthetic\train\pyramids_of_giza\00218-3159135357.png,pyramids_of_giza,synthetic
dataset_synthetic\train\christ_the_reedemer\00097-2389616917.png,christ_the_reedemer,synthetic
dataset_synthetic\train\statue_of_liberty\00481-3884271005.png,statue_of_liberty,synthetic
dataset_synthetic\train\chichen_itza\00109-3888410420.png,chichen_itza,synthetic
dataset_synthetic\train\christ_the_reedemer\00161-423565299.png,christ_the_reedemer,synthetic
dataset_synthetic\train\chichen_itza\00061-2079455154.png,chichen_itza,synthetic
dataset_synthetic\train\statue_of_liberty\00415-1169046326.png,statue_of_liberty,synthetic
dataset_synthetic\train\statue_of_liberty\00459-818305462.png,statue_of_liberty,synthetic
dataset_synthetic\train\great_wall_of_china\00091-920026922.png,great_wall_of_china,synthetic
dataset_synthetic\train\christ_the_reedemer\00048-3006335911.png,christ_the_reedemer,synthetic
dataset_synthetic\train\chichen_itza\00140-1654904571.png,chichen_itza,synthetic
dataset_synthetic\train\burj_khalifa\00251-2863073461.png,burj_khalifa,synthetic
dataset_synthetic\train\chichen_itza\00207-1342241962.png,chichen_itza,synthetic
dataset_synthetic\train\roman_colosseum\00085-1525667175.png,roman_colosseum,synthetic
dataset_synthetic\train\great_wall_of_china\00295-1383148747.png,great_wall_of_china,synthetic
dataset_synthetic\train\burj_khalifa\00208-2688549116.png,burj_khalifa,synthetic
dataset_synthetic\train\burj_khalifa\00021-2682522074.png,burj_khalifa,synthetic
dataset_synthetic\train\burj_khalifa\00037-3281528402.png,burj_khalifa,synthetic
dataset_synthetic\train\burj_khalifa\00132-1813382820.png,burj_khalifa,synthetic
dataset_synthetic\train\statue_of_liberty\00546-3937903690.png,statue_of_liberty,synthetic
dataset_synthetic\train\pyramids_of_giza\00222-3159135361.png,pyramids_of_giza,synthetic
dataset_synthetic\train\great_wall_of_china\00157-1607761937.png,great_wall_of_china,synthetic
dataset_synthetic\train\roman_colosseum\00122-4069228224.png,roman_colosseum,synthetic
dataset_synthetic\train\statue_of_liberty\00598-4055323035.png,statue_of_liberty,synthetic
dataset_synthetic\train\christ_the_reedemer\00045-3006335908.png,christ_the_reedemer,synthetic
dataset_synthetic\train\great_wall_of_china\00127-2449295030.png,great_wall_of_china,synthetic
dataset_synthetic\train\burj_khalifa\00200-2688549108.png,burj_khalifa,synthetic
dataset_synthetic\train\pyramids_of_giza\00049-2054659952.png,pyramids_of_giza,synthetic
dataset_synthetic\train\burj_khalifa\00290-2716773641.png,burj_khalifa,synthetic
dataset_synthetic\train\chichen_itza\00225-4190620862.png,chichen_itza,synthetic
dataset_synthetic\train\great_wall_of_china\00121-2449295024.png,great_wall_of_china,synthetic
dataset_synthetic\train\burj_khalifa\00060-3346071096.png,burj_khalifa,synthetic
dataset_synthetic\train\burj_khalifa\00271-2716773622.png,burj_khalifa,synthetic
dataset_synthetic\train\burj_khalifa\00064-3346071100.png,burj_khalifa,synthetic
dataset_synthetic\train\chichen_itza\00160-1856050872.png,chichen_itza,synthetic
dataset_synthetic\train\christ_the_reedemer\00024-3006335887.png,christ_the_reedemer,synthetic
dataset_synthetic\train\chichen_itza\00002-354526589.png,chichen_itza,synthetic
dataset_synthetic\train\pyramids_of_giza\00209-4087309988.png,pyramids_of_giza,synthetic
dataset_synthetic\train\great_wall_of_china\00196-2026541304.png,great_wall_of_china,synthetic
dataset_synthetic\train\pyramids_of_giza\00172-2205670348.png,pyramids_of_giza,synthetic
dataset_synthetic\train\chichen_itza\00112-3888410423.png,chichen_itza,synthetic
dataset_synthetic\train\statue_of_liberty\00640-2648309718.png,statue_of_liberty,synthetic
dataset_synthetic\train\pyramids_of_giza\00133-962878671.png,pyramids_of_giza,synthetic
dataset_synthetic\train\christ_the_reedemer\00112-3552515806.png,christ_the_reedemer,synthetic
dataset_synthetic\train\burj_khalifa\00242-2863073452.png,burj_khalifa,synthetic
dataset_synthetic\train\chichen_itza\00266-1829905851.png,chichen_itza,synthetic
dataset_synthetic\train\roman_colosseum\00051-2283820000.png,roman_colosseum,synthetic
dataset_synthetic\train\great_wall_of_china\00059-1177815148.png,great_wall_of_china,synthetic
dataset_synthetic\train\christ_the_reedemer\00206-1121220997.png,christ_the_reedemer,synthetic
dataset_synthetic\train\burj_khalifa\00209-2688549117.png,burj_khalifa,synthetic
dataset_synthetic\train\great_wall_of_china\00173-1607761953.png,great_wall_of_china,synthetic
dataset_synthetic\train\pyramids_of_giza\00083-2984508835.png,pyramids_of_giza,synthetic
dataset_synthetic\train\burj_khalifa\00047-3281528412.png,burj_khalifa,synthetic
dataset_synthetic\train\burj_khalifa\00196-2688549104.png,burj_khalifa,synthetic
dataset_synthetic\train\eiffel_tower\00050-1984749103.png,eiffel_tower,synthetic
dataset_synthetic\train\burj_khalifa\00125-1813382813.png,burj_khalifa,synthetic
dataset_synthetic\train\burj_khalifa\00127-1813382815.png,burj_khalifa,synthetic
dataset_synthetic\train\burj_khalifa\00207-2688549115.png,burj_khalifa,synthetic
dataset_synthetic\train\chichen_itza\00090-3888410401.png,chichen_itza,synthetic
dataset_synthetic\train\chichen_itza\00027-817939102.png,chichen_itza,synthetic
dataset_synthetic\train\burj_khalifa\00135-1813382823.png,burj_khalifa,synthetic
dataset_synthetic\train\eiffel_tower\00030-1984749083.png,eiffel_tower,synthetic
dataset_synthetic\train\great_wall_of_china\00019-1860489319.png,great_wall_of_china,synthetic
dataset_synthetic\train\christ_the_reedemer\00044-3006335907.png,christ_the_reedemer,synthetic
dataset_synthetic\train\statue_of_liberty\00401-1169046312.png,statue_of_liberty,synthetic
dataset_synthetic\train\great_wall_of_china\00116-920026947.png,great_wall_of_china,synthetic
dataset_synthetic\train\eiffel_tower\00190-45903236.png,eiffel_tower,synthetic
dataset_synthetic\train\burj_khalifa\00118-4109332486.png,burj_khalifa,synthetic
dataset_synthetic\train\christ_the_reedemer\00089-2389616909.png,christ_the_reedemer,synthetic
dataset_synthetic\train\statue_of_liberty\00494-3884271018.png,statue_of_liberty,synthetic
dataset_synthetic\train\eiffel_tower\00169-1848933968.png,eiffel_tower,synthetic
dataset_synthetic\train\pyramids_of_giza\00107-942607765.png,pyramids_of_giza,synthetic
dataset_synthetic\train\burj_khalifa\00168-2778414635.png,burj_khalifa,synthetic
dataset_synthetic\train\great_wall_of_china\00164-1607761944.png,great_wall_of_china,synthetic
dataset_synthetic\train\pyramids_of_giza\00267-3340261377.png,pyramids_of_giza,synthetic
dataset_synthetic\train\great_wall_of_china\00051-1177815140.png,great_wall_of_china,synthetic
dataset_synthetic\train\roman_colosseum\00172-1009224270.png,roman_colosseum,synthetic
dataset_synthetic\train\eiffel_tower\00197-45903243.png,eiffel_tower,synthetic
dataset_synthetic\train\christ_the_reedemer\00315-2284744764.png,christ_the_reedemer,synthetic
dataset_synthetic\train\eiffel_tower\00005-3137921690.png,eiffel_tower,synthetic
dataset_synthetic\train\eiffel_tower\00200-45903246.png,eiffel_tower,synthetic
dataset_synthetic\train\christ_the_reedemer\00104-2389616924.png,christ_the_reedemer,synthetic
dataset_synthetic\train\roman_colosseum\00224-1225658202.png,roman_colosseum,synthetic
dataset_synthetic\train\eiffel_tower\00237-2386103712.png,eiffel_tower,synthetic
dataset_synthetic\train\roman_colosseum\00200-1974243519.png,roman_colosseum,synthetic
dataset_synthetic\train\chichen_itza\00023-354526610.png,chichen_itza,synthetic
dataset_synthetic\train\statue_of_liberty\00613-4055323050.png,statue_of_liberty,synthetic
dataset_synthetic\train\pyramids_of_giza\00145-962878683.png,pyramids_of_giza,synthetic
dataset_synthetic\train\great_wall_of_china\00148-2449295051.png,great_wall_of_china,synthetic
dataset_synthetic\train\christ_the_reedemer\00114-3552515808.png,christ_the_reedemer,synthetic
dataset_synthetic\train\eiffel_tower\00272-162160933.png,eiffel_tower,synthetic
dataset_synthetic\train\pyramids_of_giza\00225-3159135364.png,pyramids_of_giza,synthetic
dataset_synthetic\train\christ_the_reedemer\00218-1121221009.png,christ_the_reedemer,synthetic
dataset_synthetic\train\burj_khalifa\00089-3346071125.png,burj_khalifa,synthetic
dataset_synthetic\train\statue_of_liberty\00622-4055323059.png,statue_of_liberty,synthetic
dataset_synthetic\train\chichen_itza\00085-2079455178.png,chichen_itza,synthetic
dataset_synthetic\train\pyramids_of_giza\00122-962878660.png,pyramids_of_giza,synthetic
dataset_synthetic\train\christ_the_reedemer\00199-4094071625.png,christ_the_reedemer,synthetic
dataset_synthetic\train\chichen_itza\00064-2079455157.png,chichen_itza,synthetic
dataset_synthetic\train\pyramids_of_giza\00076-2984508828.png,pyramids_of_giza,synthetic
dataset_synthetic\train\burj_khalifa\00256-2863073466.png,burj_khalifa,synthetic
dataset_synthetic\train\eiffel_tower\00093-3388316038.png,eiffel_tower,synthetic
dataset_synthetic\train\great_wall_of_china\00285-1383148737.png,great_wall_of_china,synthetic
dataset_synthetic\train\roman_colosseum\00167-1009224265.png,roman_colosseum,synthetic
dataset_synthetic\train\pyramids_of_giza\00275-39524420.png,pyramids_of_giza,synthetic
dataset_synthetic\train\chichen_itza\00010-354526597.png,chichen_itza,synthetic
dataset_synthetic\train\great_wall_of_china\00272-1383148724.png,great_wall_of_china,synthetic
dataset_synthetic\train\christ_the_reedemer\00246-2017116362.png,christ_the_reedemer,synthetic
dataset_synthetic\train\pyramids_of_giza\00296-39524441.png,pyramids_of_giza,synthetic
dataset_synthetic\train\christ_the_reedemer\00288-3045517151.png,christ_the_reedemer,synthetic
dataset_synthetic\train\roman_colosseum\00092-2343411939.png,roman_colosseum,synthetic
dataset_synthetic\train\eiffel_tower\00084-2409094518.png,eiffel_tower,synthetic
dataset_synthetic\train\great_wall_of_china\00172-1607761952.png,great_wall_of_china,synthetic
dataset_synthetic\train\chichen_itza\00020-817939095.png,chichen_itza,synthetic
dataset_synthetic\train\great_wall_of_china\00237-4011577252.png,great_wall_of_china,synthetic
dataset_synthetic\train\christ_the_reedemer\00183-4094071609.png,christ_the_reedemer,synthetic
dataset_synthetic\train\christ_the_reedemer\00302-2284744751.png,christ_the_reedemer,synthetic
dataset_synthetic\train\chichen_itza\00093-3888410404.png,chichen_itza,synthetic
dataset_synthetic\train\great_wall_of_china\00178-1607761958.png,great_wall_of_china,synthetic
dataset_synthetic\train\statue_of_liberty\00448-818305451.png,statue_of_liberty,synthetic
dataset_synthetic\train\roman_colosseum\00145-4069228247.png,roman_colosseum,synthetic
dataset_synthetic\train\christ_the_reedemer\00251-2017116367.png,christ_the_reedemer,synthetic
dataset_synthetic\train\eiffel_tower\00180-45903226.png,eiffel_tower,synthetic
dataset_synthetic\train\chichen_itza\00028-817939103.png,chichen_itza,synthetic
dataset_synthetic\train\great_wall_of_china\00035-1177815124.png,great_wall_of_china,synthetic
dataset_synthetic\train\christ_the_reedemer\00152-423565290.png,christ_the_reedemer,synthetic
dataset_synthetic\train\chichen_itza\00055-2669227209.png,chichen_itza,synthetic
dataset_synthetic\train\roman_colosseum\00006-3704602071.png,roman_colosseum,synthetic
dataset_synthetic\train\great_wall_of_china\00214-4011577229.png,great_wall_of_china,synthetic
dataset_synthetic\train\chichen_itza\00238-4190620875.png,chichen_itza,synthetic
dataset_synthetic\train\statue_of_liberty\00623-4055323060.png,statue_of_liberty,synthetic
dataset_synthetic\train\roman_colosseum\00211-1225658189.png,roman_colosseum,synthetic
dataset_synthetic\train\pyramids_of_giza\00244-3340261354.png,pyramids_of_giza,synthetic
dataset_synthetic\train\christ_the_reedemer\00115-3552515809.png,christ_the_reedemer,synthetic
dataset_synthetic\train\burj_khalifa\00230-2852982634.png,burj_khalifa,synthetic
dataset_synthetic\train\chichen_itza\00257-1829905842.png,chichen_itza,synthetic
dataset_synthetic\train\great_wall_of_china\00136-2449295039.png,great_wall_of_china,synthetic
dataset_synthetic\train\statue_of_liberty\00653-2648309731.png,statue_of_liberty,synthetic
dataset_synthetic\train\roman_colosseum\00129-4069228231.png,roman_colosseum,synthetic
dataset_synthetic\train\roman_colosseum\00073-1525667163.png,roman_colosseum,synthetic
dataset_synthetic\train\christ_the_reedemer\00285-3045517148.png,christ_the_reedemer,synthetic
dataset_synthetic\train\pyramids_of_giza\00126-962878664.png,pyramids_of_giza,synthetic
dataset_synthetic\train\burj_khalifa\00287-2716773638.png,burj_khalifa,synthetic
dataset_synthetic\train\statue_of_liberty\00505-3884271029.png,statue_of_liberty,synthetic
dataset_synthetic\train\roman_colosseum\00027-3704602092.png,roman_colosseum,synthetic
dataset_synthetic\train\great_wall_of_china\00054-1177815143.png,great_wall_of_china,synthetic
dataset_synthetic\train\christ_the_reedemer\00053-2397697038.png,christ_the_reedemer,synthetic
dataset_synthetic\train\eiffel_tower\00233-2386103708.png,eiffel_tower,synthetic
dataset_synthetic\train\statue_of_liberty\00371-174988329.png,statue_of_liberty,synthetic
dataset_synthetic\train\great_wall_of_china\00149-2449295052.png,great_wall_of_china,synthetic
dataset_synthetic\train\roman_colosseum\00043-2283819992.png,roman_colosseum,synthetic
dataset_synthetic\train\pyramids_of_giza\00130-962878668.png,pyramids_of_giza,synthetic
dataset_synthetic\train\roman_colosseum\00032-2283819981.png,roman_colosseum,synthetic
dataset_synthetic\train\great_wall_of_china\00206-2026541314.png,great_wall_of_china,synthetic
dataset_synthetic\train\great_wall_of_china\00282-1383148734.png,great_wall_of_china,synthetic
dataset_synthetic\train\eiffel_tower\00058-1984749111.png,eiffel_tower,synthetic
dataset_synthetic\train\eiffel_tower\00211-2386103686.png,eiffel_tower,synthetic
dataset_synthetic\train\pyramids_of_giza\00064-2984508816.png,pyramids_of_giza,synthetic
dataset_synthetic\train\burj_khalifa\00273-2716773624.png,burj_khalifa,synthetic
dataset_synthetic\train\chichen_itza\00216-4190620853.png,chichen_itza,synthetic
dataset_synthetic\train\great_wall_of_china\00025-1860489325.png,great_wall_of_china,synthetic
dataset_synthetic\train\great_wall_of_china\00123-2449295026.png,great_wall_of_china,synthetic
dataset_synthetic\train\roman_colosseum\00035-2283819984.png,roman_colosseum,synthetic
dataset_synthetic\train\roman_colosseum\00141-4069228243.png,roman_colosseum,synthetic
dataset_synthetic\train\chichen_itza\00001-817939076.png,chichen_itza,synthetic
dataset_synthetic\train\chichen_itza\00224-4190620861.png,chichen_itza,synthetic
dataset_synthetic\train\chichen_itza\00092-3888410403.png,chichen_itza,synthetic
dataset_synthetic\train\burj_khalifa\00006-2682522059.png,burj_khalifa,synthetic
dataset_synthetic\train\statue_of_liberty\00467-818305470.png,statue_of_liberty,synthetic
dataset_synthetic\train\roman_colosseum\00114-2343411961.png,roman_colosseum,synthetic
dataset_synthetic\train\eiffel_tower\00068-2409094502.png,eiffel_tower,synthetic
dataset_synthetic\train\great_wall_of_china\00105-920026936.png,great_wall_of_china,synthetic
dataset_synthetic\train\christ_the_reedemer\00038-3006335901.png,christ_the_reedemer,synthetic
dataset_synthetic\train\chichen_itza\00172-1856050884.png,chichen_itza,synthetic
dataset_synthetic\train\statue_of_liberty\00455-818305458.png,statue_of_liberty,synthetic
dataset_synthetic\train\eiffel_tower\00251-1566552032.png,eiffel_tower,synthetic
dataset_synthetic\train\eiffel_tower\00184-45903230.png,eiffel_tower,synthetic
dataset_synthetic\train\burj_khalifa\00011-2682522064.png,burj_khalifa,synthetic
dataset_synthetic\train\statue_of_liberty\00611-4055323048.png,statue_of_liberty,synthetic
dataset_synthetic\train\burj_khalifa\00092-4109332460.png,burj_khalifa,synthetic
dataset_synthetic\train\chichen_itza\00103-3888410414.png,chichen_itza,synthetic
dataset_synthetic\train\burj_khalifa\00036-3281528401.png,burj_khalifa,synthetic
dataset_synthetic\train\pyramids_of_giza\00070-2984508822.png,pyramids_of_giza,synthetic
dataset_synthetic\train\chichen_itza\00048-2669227202.png,chichen_itza,synthetic
dataset_synthetic\train\chichen_itza\00126-1654904557.png,chichen_itza,synthetic
dataset_synthetic\train\eiffel_tower\00172-1848933971.png,eiffel_tower,synthetic
dataset_synthetic\train\roman_colosseum\00133-4069228235.png,roman_colosseum,synthetic
dataset_synthetic\train\chichen_itza\00050-2669227204.png,chichen_itza,synthetic
dataset_synthetic\train\statue_of_liberty\00492-3884271016.png,statue_of_liberty,synthetic
dataset_synthetic\train\chichen_itza\00168-1856050880.png,chichen_itza,synthetic
dataset_synthetic\train\eiffel_tower\00091-3388316036.png,eiffel_tower,synthetic
dataset_synthetic\train\great_wall_of_china\00005-1860489305.png,great_wall_of_china,synthetic
dataset_synthetic\train\great_wall_of_china\00276-1383148728.png,great_wall_of_china,synthetic
dataset_synthetic\train\eiffel_tower\00071-2409094505.png,eiffel_tower,synthetic
dataset_synthetic\train\christ_the_reedemer\00166-423565304.png,christ_the_reedemer,synthetic
dataset_synthetic\train\burj_khalifa\00075-3346071111.png,burj_khalifa,synthetic
dataset_synthetic\train\eiffel_tower\00275-162160936.png,eiffel_tower,synthetic
dataset_synthetic\train\christ_the_reedemer\00270-3045517133.png,christ_the_reedemer,synthetic
dataset_synthetic\train\pyramids_of_giza\00150-2205670326.png,pyramids_of_giza,synthetic
dataset_synthetic\train\pyramids_of_giza\00052-2054659955.png,pyramids_of_giza,synthetic
dataset_synthetic\train\pyramids_of_giza\00213-3159135352.png,pyramids_of_giza,synthetic
dataset_synthetic\train\great_wall_of_china\00195-2026541303.png,great_wall_of_china,synthetic
dataset_synthetic\train\eiffel_tower\00096-3388316041.png,eiffel_tower,synthetic
dataset_synthetic\train\statue_of_liberty\00474-818305477.png,statue_of_liberty,synthetic
dataset_synthetic\train\great_wall_of_china\00169-1607761949.png,great_wall_of_china,synthetic
dataset_synthetic\train\pyramids_of_giza\00097-942607755.png,pyramids_of_giza,synthetic
dataset_synthetic\train\christ_the_reedemer\00060-2397697045.png,christ_the_reedemer,synthetic
dataset_synthetic\train\burj_khalifa\00082-3346071118.png,burj_khalifa,synthetic
dataset_synthetic\train\chichen_itza\00005-817939080.png,chichen_itza,synthetic
dataset_synthetic\train\burj_khalifa\00212-2852982616.png,burj_khalifa,synthetic
dataset_synthetic\train\pyramids_of_giza\00227-3159135366.png,pyramids_of_giza,synthetic
dataset_synthetic\train\christ_the_reedemer\00056-2397697041.png,christ_the_reedemer,synthetic
dataset_synthetic\train\burj_khalifa\00139-1813382827.png,burj_khalifa,synthetic
dataset_synthetic\train\roman_colosseum\00009-3704602074.png,roman_colosseum,synthetic
dataset_synthetic\train\burj_khalifa\00267-2863073477.png,burj_khalifa,synthetic
dataset_synthetic\train\eiffel_tower\00103-3388316048.png,eiffel_tower,synthetic
dataset_synthetic\train\chichen_itza\00018-354526605.png,chichen_itza,synthetic
dataset_synthetic\train\chichen_itza\00125-1654904556.png,chichen_itza,synthetic
dataset_synthetic\train\christ_the_reedemer\00258-2017116374.png,christ_the_reedemer,synthetic
dataset_synthetic\train\chichen_itza\00059-2669227213.png,chichen_itza,synthetic
dataset_synthetic\train\roman_colosseum\00207-1974243526.png,roman_colosseum,synthetic
dataset_synthetic\train\chichen_itza\00178-1856050890.png,chichen_itza,synthetic
dataset_synthetic\train\roman_colosseum\00180-1974243499.png,roman_colosseum,synthetic
dataset_synthetic\train\eiffel_tower\00064-2409094498.png,eiffel_tower,synthetic
dataset_synthetic\train\roman_colosseum\00163-1009224261.png,roman_colosseum,synthetic
dataset_synthetic\train\pyramids_of_giza\00295-39524440.png,pyramids_of_giza,synthetic
dataset_synthetic\train\eiffel_tower\00259-1566552040.png,eiffel_tower,synthetic
dataset_synthetic\train\chichen_itza\00199-1342241954.png,chichen_itza,synthetic
dataset_synthetic\train\chichen_itza\00108-3888410419.png,chichen_itza,synthetic
dataset_synthetic\train\roman_colosseum\00008-3704602073.png,roman_colosseum,synthetic
dataset_synthetic\train\statue_of_liberty\00406-1169046317.png,statue_of_liberty,synthetic
dataset_synthetic\train\eiffel_tower\00000-3630701678.png,eiffel_tower,synthetic
dataset_synthetic\train\statue_of_liberty\00361-174988319.png,statue_of_liberty,synthetic
dataset_synthetic\train\christ_the_reedemer\00137-3552515831.png,christ_the_reedemer,synthetic
dataset_synthetic\train\eiffel_tower\00146-70550517.png,eiffel_tower,synthetic
dataset_synthetic\train\chichen_itza\00006-817939081.png,chichen_itza,synthetic
dataset_synthetic\train\eiffel_tower\00131-70550502.png,eiffel_tower,synthetic
dataset_synthetic\train\christ_the_reedemer\00196-4094071622.png,christ_the_reedemer,synthetic
dataset_synthetic\train\statue_of_liberty\00604-4055323041.png,statue_of_liberty,synthetic
dataset_synthetic\train\pyramids_of_giza\00127-962878665.png,pyramids_of_giza,synthetic
